"","ID","Flushing_index","percCI_2.5","percCI_97.5"
"63","MOOS_storm3a_08_06_turb_FI",0.497,0.429,0.6671
"64","MOOS_storm3b_08_08_turb_FI",0.2196,0.1371,0.5305
"65","MOOS_storm4a_08_15_turb_FI",0.6799,0.6578,0.7161
"66","MOOS_storm4b_08_17_turb_FI",0.0773,0.0444,0.1356
"67","MOOS_storm5a_08_19_turb_FI",0.1001,-0.0102,0.1424
"68","MOOS_storm5b_08_21_turb_FI",0.0156,-0.0525,0.0473
"69","MOOS_storm6_08_25_turb_FI",0.1473,0.1186,0.186
"70","MOOS_storm7_08_27_turb_FI",0.4483,0.4101,0.4936
"71","POKE_storm1_05_16_NO3_FI",NA,NA,NA
"72","POKE_storm2_06_01_NO3_FI",-0.8243,-0.8374,-0.8095
"73","POKE_storm3_06_19_NO3_FI",-0.8407,-0.8538,-0.827
"74","POKE_storm4_07_23_NO3_FI",NA,NA,NA
"75","POKE_storm5_07_27_NO3_FI",NA,NA,NA
"76","POKE_storm6_08_08_NO3_FI",-0.2352,-0.2485,-0.2228
"77","POKE_storm7a_08_14_NO3_FI",NA,NA,NA
"78","POKE_storm7b_08_19_NO3_FI",-0.3425,-0.3487,-0.3359
"79","POKE_storm7c_08_23_NO3_FI",0.5333,-0.5495,-0.5156
"80","POKE_storm7d_08_27_NO3_FI",NA,NA,NA
"81","POKE_storm1_05_16_fDOM_FI",0.4472,0.4455,0.4488
"82","POKE_storm2_06_01_fDOM_FI",0.1953,0.195,0.1956
"83","POKE_storm3_06_19_fDOM_FI",NA,NA,NA
"84","POKE_storm4_07_23_fDOM_FI",NA,NA,NA
"85","POKE_storm5_07_27_fDOM_FI",NA,NA,NA
"86","POKE_storm6_08_08_fDOM_FI",0.5954,0.5945,0.5963
"87","POKE_storm7a_08_14_fDOM_FI",NA,NA,NA
"88","POKE_storm7b_08_19_fDOM_FI",NA,NA,NA
"89","POKE_storm7c_08_23_fDOM_FI",NA,NA,NA
"90","POKE_storm7d_08_27_fDOM_FI",NA,NA,NA
"91","POKE_storm1_05_16_SPC_FI",NA,NA,NA
"92","POKE_storm2_06_01_SPC_FI",NA,NA,NA
"93","POKE_storm3_06_19_SPC_FI",NA,NA,NA
"94","POKE_storm4_07_23_SPC_FI",NA,NA,NA
"95","POKE_storm5_07_27_SPC_FI",NA,NA,NA
"96","POKE_storm6_08_08_SPC_FI",NA,NA,NA
"97","POKE_storm7a_08_14_SPC_FI",NA,NA,NA
"98","POKE_storm7b_08_19_SPC_FI",NA,NA,NA
"99","POKE_storm7c_08_23_SPC_FI",NA,NA,NA
"100","POKE_storm7d_08_27_SPC_FI",NA,NA,NA
"101","POKE_storm1_05_16_turb_FI",NA,NA,NA
"102","POKE_storm2_06_01_turb_FI",NA,NA,NA
"103","POKE_storm3_06_19_turb_FI",NA,NA,NA
"104","POKE_storm4_07_23_turb_FI",NA,NA,NA
"105","POKE_storm5_07_27_turb_FI",NA,NA,NA
"106","POKE_storm6_08_08_turb_FI",NA,NA,NA
"107","POKE_storm7a_08_14_turb_FI",NA,NA,NA
"108","POKE_storm7b_08_19_turb_FI",NA,NA,NA
"109","POKE_storm7c_08_23_turb_FI",NA,NA,NA
"110","POKE_storm7d_08_27_turb_FI",NA,NA,NA
"111","STRT_storm1a_08_15_NO3_FI",-0.361,-0.3851,-0.3325
"112","STRT_storm1b_08_17_NO3_FI",0.5129,0.5054,0.5207
"113","STRT_storm2a_08_19_NO3_FI",NA,NA,NA
"114","STRT_storm2b_08_20_NO3_FI",-0.5631,-0.5745,-0.5526
"115","STRT_storm3_08_25_NO3_FI",-0.6738,-0.697,-0.6499
"116","STRT_storm1a_08_15_fDOM_FI",0.4672,0.466,0.4685
"117","STRT_storm1b_08_17_fDOM_FI",0.3454,0.3429,0.3486
"118","STRT_storm2a_08_19_fDOM_FI",NA,NA,NA
"119","STRT_storm2b_08_20_fDOM_FI",0.0239,0.0224,0.026
"120","STRT_storm3_08_25_fDOM_FI",0.7259,0.7236,0.7289
"121","STRT_storm1a_08_15_SPC_FI",-0.9489,-0.9503,-0.9482
"122","STRT_storm1b_08_17_SPC_FI",0.2419,0.2397,0.244
"123","STRT_storm2a_08_19_SPC_FI",NA,NA,NA
"124","STRT_storm2b_08_20_SPC_FI",-0.7961,-0.7993,-0.7928
"125","STRT_storm3_08_25_SPC_FI",-0.7948,-0.8026,-0.7909
"126","STRT_storm1a_08_15_turb_FI",0.3976,0.3741,0.4208
"127","STRT_storm1b_08_17_turb_FI",-0.0626,-0.078,-0.0435
"128","STRT_storm2a_08_19_turb_FI",NA,NA,NA
"129","STRT_storm2b_08_20_turb_FI",0.2059,0.1897,0.2335
"130","STRT_storm3_08_25_turb_FI",0.0658,0.05,0.0933
"131","VAUL_storm1a_07_23_NO3_FI",-0.0191,-0.0194,-0.0187
"132","VAUL_storm1b_07_27_NO3_FI",-0.3024,-0.3195,-0.282
"133","VAUL_storm2_08_05_NO3_FI",-0.2739,-0.334,-0.2223
"134","VAUL_storm3_08_08_NO3_FI",-0.0228,-0.0236,-0.0222
"135","VAUL_storm4a_08_15_NO3_FI",0.3824,-0.019,0.7837
"136","VAUL_storm4b_08_20_NO3_FI",NA,NA,NA
"137","VAUL_storm5a_08_23_NO3_FI",NA,NA,NA
"138","VAUL_storm5b_08_26_NO3_FI",NA,NA,NA
"139","VAUL_storm1a_07_23_fDOM_FI",0.9937,0.9933,0.994
"140","VAUL_storm1b_07_27_fDOM_FI",NA,NA,NA
"141","VAUL_storm2_08_05_fDOM_FI",NA,NA,NA
"142","VAUL_storm3_08_08_fDOM_FI",-0.6255,-0.6258,-0.6253
"143","VAUL_storm4a_08_15_fDOM_FI",0.424,0.4235,0.4243
"144","VAUL_storm4b_08_20_fDOM_FI",-0.1974,-0.1986,-0.1963
"145","VAUL_storm5a_08_23_fDOM_FI",NA,NA,NA
"146","VAUL_storm5b_08_26_fDOM_FI",-0.416,-0.4177,-0.4142
"147","VAUL_storm1a_07_23_SPC_FI",0.9857,0.9855,0.986
"148","VAUL_storm1b_07_27_SPC_FI",NA,NA,NA
"149","VAUL_storm2_08_05_SPC_FI",NA,NA,NA
"150","VAUL_storm3_08_08_SPC_FI",-0.5806,-0.5807,-0.5804
"151","VAUL_storm4a_08_15_SPC_FI",-0.4752,-0.4758,-0.4745
"152","VAUL_storm4b_08_20_SPC_FI",-0.6828,-0.6878,-0.6785
"153","VAUL_storm5a_08_23_SPC_FI",NA,NA,NA
"154","VAUL_storm5b_08_26_SPC_FI",-0.7058,-0.7066,-0.7053
"155","VAUL_storm1a_07_23_turb_FI",0.3233,0.3149,0.3301
"156","VAUL_storm1b_07_27_turb_FI",NA,NA,NA
"157","VAUL_storm2_08_05_turb_FI",NA,NA,NA
"158","VAUL_storm3_08_08_turb_FI",0.5619,0.5403,0.6025
"159","VAUL_storm4a_08_15_turb_FI",0.2795,0.2539,0.3095
"160","VAUL_storm4b_08_20_turb_FI",0.0659,0.0413,0.0941
"161","VAUL_storm5a_08_23_turb_FI",NA,NA,NA
"162","VAUL_storm5b_08_26_turb_FI",0.1485,0.1285,0.1833
"163","CARI_storm1_05_16_NO3_FI",NA,NA,NA
"164","CARI_storm2_06_01_NO3_FI",NA,NA,NA
"165","CARI_storm3_06_19_NO3_FI",NA,NA,NA
"166","CARI_storm4_07_24_NO3_FI",NA,NA,NA
"167","CARI_storm5_07_27_NO3_FI",NA,NA,NA
"168","CARI_storm6_08_08_NO3_FI",NA,NA,NA
"169","CARI_storm7_08_15_NO3_FI",NA,NA,NA
"170","CARI_storm8_08_20_NO3_FI",NA,NA,NA
"171","CARI_storm9_08_23_NO3_FI",NA,NA,NA
"172","CARI_storm10_08_27_NO3_FI",NA,NA,NA
"173","CARI_storm1_05_16_fDOM_FI",0.1612,0,0
"174","CARI_storm2_06_01_fDOM_FI",0.2218,0,0
"175","CARI_storm3_06_19_fDOM_FI",0.6285,0,0
"176","CARI_storm4_07_24_fDOM_FI",0.3425,0,0
"177","CARI_storm5_07_27_fDOM_FI",0.7794,0,0
"178","CARI_storm6_08_08_fDOM_FI",NA,NA,NA
"179","CARI_storm7_08_15_fDOM_FI",NA,NA,NA
"180","CARI_storm8_08_20_fDOM_FI",0.1459,0,0
"181","CARI_storm9_08_23_fDOM_FI",NA,NA,NA
"182","CARI_storm10_08_27_fDOM_FI",0.149,0,0
"183","CARI_storm1_05_16_SPC_FI",0.0249,0,0
"184","CARI_storm2_06_01_SPC_FI",NA,NA,NA
"185","CARI_storm3_06_19_SPC_FI",NA,NA,NA
"186","CARI_storm4_07_24_SPC_FI",NA,NA,NA
"187","CARI_storm5_07_27_SPC_FI",NA,NA,NA
"188","CARI_storm6_08_08_SPC_FI",NA,NA,NA
"189","CARI_storm7_08_15_SPC_FI",NA,NA,NA
"190","CARI_storm8_08_20_SPC_FI",NA,NA,NA
"191","CARI_storm9_08_23_SPC_FI",NA,NA,NA
"192","CARI_storm10_08_27_SPC_FI",NA,NA,NA
"193","CARI_storm1_05_16_turb_FI",0.0229,0,0
"194","CARI_storm2_06_01_turb_FI",NA,NA,NA
"195","CARI_storm3_06_19_turb_FI",0.6073,0,0
"196","CARI_storm4_07_24_turb_FI",0.7848,0,0
"197","CARI_storm5_07_27_turb_FI",0.7477,0,0
"198","CARI_storm6_08_08_turb_FI",NA,NA,NA
"199","CARI_storm7_08_15_turb_FI",NA,NA,NA
"200","CARI_storm8_08_20_turb_FI",0.0737,0,0
"201","CARI_storm9_08_23_turb_FI",0.0996,0,0
"202","CARI_storm10_08_27_turb_FI",0.1356,0,0
