"","ID","Flushing_index","percCI_2.5","percCI_97.5"
"43","FRCH_storm4b_07_09_SPC_FI",0.1085,0.1005,0.1132
"44","FRCH_storm5_07_15_SPC_FI",NA,NA,NA
"45","FRCH_storm6_07_18_SPC_FI",-0.6591,-0.7159,-0.6364
"46","FRCH_storm7_07_20_SPC_FI",-0.116,-0.1166,-0.1155
"47","FRCH_storm8_07_26_SPC_FI",-0.5207,-0.5372,-0.5041
"48","FRCH_storm9a_08_01_SPC_FI",-0.4495,-0.4697,-0.4343
"49","FRCH_storm9b_08_02_SPC_FI",-0.0156,-0.0162,-0.0153
"50","FRCH_storm10a_08_09_SPC_FI",-0.8612,-0.8644,-0.8581
"51","FRCH_storm10b_08_12_SPC_FI",-0.1914,-0.1962,-0.1871
"52","FRCH_storm11_08_20_SPC_FI",-0.5785,-0.5909,-0.562
"53","FRCH_storm12_09_06_SPC_FI",-0.5718,-0.5837,-0.5622
"54","FRCH_storm13_09_09_SPC_FI",-0.8103,-0.8159,-0.8058
"55","FRCH_storm1_06_13_turb_FI",0.1904,0.1686,0.2089
"56","FRCH_storm2_06_18_turb_FI",0.0761,0.0646,0.0917
"57","FRCH_storm3a_06_20_turb_FI",0.1739,0.1655,0.1844
"58","FRCH_storm3b_06_21_turb_FI",-0.1279,-0.1952,-0.074
"59","FRCH_storm3c_06_26_turb_FI",NA,NA,NA
"60","FRCH_storm4a_07_07_turb_FI",0.1241,0.1118,0.1361
"61","FRCH_storm4b_07_09_turb_FI",0.0097,-0.0189,0.0391
"62","FRCH_storm5_07_15_turb_FI",0.0314,-0.0171,0.0871
"63","FRCH_storm6_07_18_turb_FI",0.1309,0.0726,0.1627
"64","FRCH_storm7_07_20_turb_FI",0.3158,0.2818,0.3541
"65","FRCH_storm8_07_26_turb_FI",0.0221,0.0063,0.0324
"66","FRCH_storm9a_08_01_turb_FI",0.0935,0.0831,0.1196
"67","FRCH_storm9b_08_02_turb_FI",0.1296,0.1122,0.1458
"68","FRCH_storm10a_08_09_turb_FI",0.2698,0.2531,0.2925
"69","FRCH_storm10b_08_12_turb_FI",0.0477,0.025,0.0775
"70","FRCH_storm11_08_20_turb_FI",0.0294,0.0261,0.0321
"71","FRCH_storm12_09_06_turb_FI",0.1448,0.1165,0.2103
"72","FRCH_storm13_09_09_turb_FI",0.0466,0.0407,0.0571
"73","MOOS_storm1_06_20_NO3_FI",-0.2012,-0.2016,-0.201
"74","MOOS_storm2_06_28_NO3_FI",0.1768,0.1449,0.2069
"75","MOOS_storm3_07_18_NO3_FI",NA,NA,NA
"76","MOOS_storm4_07_20_NO3_FI",-0.0524,-0.0543,-0.0505
"77","MOOS_storm5_07_26_NO3_FI",-0.0354,-0.0709,0.006
"78","MOOS_storm6a_08_01_NO3_FI",-0.2722,-0.2965,-0.2428
"79","MOOS_storm6b_08_02_NO3_FI",0.0281,0.0118,0.0603
"80","MOOS_storm7a_08_09_NO3_FI",-0.4039,-0.4196,-0.3892
"81","MOOS_storm7b_08_12_NO3_FI",0.0437,-0.1092,0.1338
"82","MOOS_storm8_09_06_NO3_FI",0.2228,0.1754,0.2741
"83","MOOS_storm9_09_09_NO3_FI",-0.0608,-0.1624,-0.01
"84","MOOS_storm1_06_20_fDOM_FI",NA,NA,NA
"85","MOOS_storm2_06_28_fDOM_FI",-0.0812,-0.0832,-0.0789
"86","MOOS_storm3_07_18_fDOM_FI",0.3813,0.3753,0.3861
"87","MOOS_storm4_07_20_fDOM_FI",0.0388,0.0382,0.0395
"88","MOOS_storm5_07_26_fDOM_FI",0.133,0.1291,0.1365
"89","MOOS_storm6a_08_01_fDOM_FI",-0.227,-0.2304,-0.2237
"90","MOOS_storm6b_08_02_fDOM_FI",-0.3599,-0.3608,-0.359
"91","MOOS_storm7a_08_09_fDOM_FI",-0.2521,-0.255,-0.2485
"92","MOOS_storm7b_08_12_fDOM_FI",-0.2183,-0.2214,-0.2156
"93","MOOS_storm8_09_06_fDOM_FI",0.2123,0.2079,0.2168
"94","MOOS_storm9_09_09_fDOM_FI",-0.6062,-0.6067,-0.6056
"95","MOOS_storm1_06_20_SPC_FI",NA,NA,NA
"96","MOOS_storm2_06_28_SPC_FI",0.2061,0.2015,0.2106
"97","MOOS_storm3_07_18_SPC_FI",-0.3788,-0.4066,-0.351
"98","MOOS_storm4_07_20_SPC_FI",-0.0393,-0.0398,-0.0389
"99","MOOS_storm5_07_26_SPC_FI",-0.1636,-0.2,-0.1318
"100","MOOS_storm6a_08_01_SPC_FI",-0.6122,-0.6252,-0.5993
"101","MOOS_storm6b_08_02_SPC_FI",-0.0948,-0.0954,-0.0944
"102","MOOS_storm7a_08_09_SPC_FI",-0.7867,-0.8007,-0.7745
"103","MOOS_storm7b_08_12_SPC_FI",-0.8598,-0.8864,-0.8371
"104","MOOS_storm8_09_06_SPC_FI",-0.4062,-0.4261,-0.3864
"105","MOOS_storm9_09_09_SPC_FI",-0.7491,-0.7512,-0.7469
"106","MOOS_storm1_06_20_turb_FI",NA,NA,NA
"107","MOOS_storm2_06_28_turb_FI",0.0015,-0.0223,0.0197
"108","MOOS_storm3_07_18_turb_FI",0.0553,0.015,0.1222
"109","MOOS_storm4_07_20_turb_FI",0.2001,0.1812,0.2128
"110","MOOS_storm5_07_26_turb_FI",0.007,-0.0087,0.0331
"111","MOOS_storm6a_08_01_turb_FI",0.0625,0.0546,0.0748
"112","MOOS_storm6b_08_02_turb_FI",0.4996,0.4582,0.573
"113","MOOS_storm7a_08_09_turb_FI",0.1244,0.105,0.1519
"114","MOOS_storm7b_08_12_turb_FI",0.0675,0.0543,0.0813
"115","MOOS_storm8_09_06_turb_FI",0.1517,0.1208,0.1939
"116","MOOS_storm9_09_09_turb_FI",0.516,0.4667,0.6286
"117","POKE_storm1_06_09_NO3_FI",-0.7631,-0.7752,-0.7496
"118","POKE_storm2_06_12_NO3_FI",NA,NA,NA
"119","POKE_storm3_06_15_NO3_FI",-0.0343,-0.0359,-0.0325
"120","POKE_storm4a_06_19_NO3_FI",NA,NA,NA
"121","POKE_storm4b_06_20_NO3_FI",-0.2498,-0.2796,-0.2213
"122","POKE_storm4c_06_21_NO3_FI",0.0129,0.0093,0.0168
"123","POKE_storm5_06_22_NO3_FI",-0.1347,-0.155,-0.118
"124","POKE_storm6_06_29_NO3_FI",-0.6934,-0.7382,-0.6414
"125","POKE_storm7_07_04_NO3_FI",-0.0656,-0.0796,-0.053
"126","POKE_storm8_07_09_NO3_FI",-0.5376,-0.554,-0.5198
"127","POKE_storm9_07_12_NO3_FI",0.0803,0.0541,0.1009
"128","POKE_storm10_07_16_NO3_FI",0.1938,0.1503,0.2437
"129","POKE_storm11_07_18_NO3_FI",-0.1844,-0.2152,-0.1587
"130","POKE_storm12_07_20_NO3_FI",NA,NA,NA
"131","POKE_storm13_07_24_NO3_FI",-0.5005,-0.535,-0.4706
"132","POKE_storm14_07_26_NO3_FI",NA,NA,NA
"133","POKE_storm15_08_02_NO3_FI",-0.0192,-0.0208,-0.0176
"134","POKE_storm16_08_12_NO3_FI",NA,NA,NA
"135","POKE_storm17_08_23_NO3_FI",NA,NA,NA
"136","POKE_storm18_08_25_NO3_FI",-0.2308,-0.2525,-0.2094
"137","POKE_storm19_08_27_NO3_FI",-0.3758,-0.417,-0.3416
"138","POKE_storm20_09_01_NO3_FI",NA,NA,NA
"139","POKE_storm21_09_03_NO3_FI",0.1725,0.1514,0.1899
"140","POKE_storm22a_09_07_NO3_FI",0.438,0.4139,0.4681
"141","POKE_storm1_06_09_fDOM_FI",0.1578,0.1576,0.158
"142","POKE_storm2_06_12_fDOM_FI",NA,NA,NA
"143","POKE_storm3_06_15_fDOM_FI",0.0762,0.075,0.0772
"144","POKE_storm4a_06_19_fDOM_FI",NA,NA,NA
"145","POKE_storm4b_06_20_fDOM_FI",NA,NA,NA
"146","POKE_storm4c_06_21_fDOM_FI",-0.004,-0.0045,-0.0035
"147","POKE_storm5_06_22_fDOM_FI",NA,NA,NA
"148","POKE_storm6_06_29_fDOM_FI",0.4887,0.4814,0.4957
"149","POKE_storm7_07_04_fDOM_FI",0.1957,0.1949,0.1966
"150","POKE_storm8_07_09_fDOM_FI",0.2403,0.2382,0.2419
"151","POKE_storm9_07_12_fDOM_FI",0.0336,0.0326,0.0346
"152","POKE_storm10_07_16_fDOM_FI",-0.5377,-0.5442,-0.5312
"153","POKE_storm11_07_18_fDOM_FI",-0.0323,-0.0325,-0.0321
"154","POKE_storm12_07_20_fDOM_FI",NA,NA,NA
"155","POKE_storm13_07_24_fDOM_FI",0.4533,0.4505,0.4558
"156","POKE_storm14_07_26_fDOM_FI",NA,NA,NA
"157","POKE_storm15_08_02_fDOM_FI",0.3708,0.3705,0.3709
"158","POKE_storm16_08_12_fDOM_FI",NA,NA,NA
"159","POKE_storm17_08_23_fDOM_FI",NA,NA,NA
"160","POKE_storm18_08_25_fDOM_FI",0.5019,0.5,0.5031
"161","POKE_storm19_08_27_fDOM_FI",0.4848,0.4835,0.4862
"162","POKE_storm20_09_01_fDOM_FI",NA,NA,NA
"163","POKE_storm21_09_03_fDOM_FI",0.3847,0.3821,0.3877
"164","POKE_storm22a_09_07_fDOM_FI",0.5077,0.5053,0.5101
"165","POKE_storm1_06_09_SPC_FI",0.0041,0.0037,0.0043
"166","POKE_storm2_06_12_SPC_FI",NA,NA,NA
"167","POKE_storm3_06_15_SPC_FI",NA,NA,NA
"168","POKE_storm4a_06_19_SPC_FI",NA,NA,NA
"169","POKE_storm4b_06_20_SPC_FI",-0.8856,-0.8924,-0.8816
"170","POKE_storm4c_06_21_SPC_FI",-0.0236,-0.0242,-0.0232
"171","POKE_storm5_06_22_SPC_FI",NA,NA,NA
"172","POKE_storm6_06_29_SPC_FI",0.1818,NA,NA
"173","POKE_storm7_07_04_SPC_FI",-0.6283,-0.6417,-0.623
"174","POKE_storm8_07_09_SPC_FI",-0.9412,-0.9501,-0.9358
"175","POKE_storm9_07_12_SPC_FI",0.0379,0.0189,0.0492
"176","POKE_storm10_07_16_SPC_FI",-0.3347,-0.3554,-0.3223
"177","POKE_storm11_07_18_SPC_FI",-0.0323,-0.0327,-0.0321
"178","POKE_storm12_07_20_SPC_FI",NA,NA,NA
"179","POKE_storm13_07_24_SPC_FI",-0.7948,-0.8052,-0.7896
"180","POKE_storm14_07_26_SPC_FI",NA,NA,NA
"181","POKE_storm15_08_02_SPC_FI",-0.2404,-0.2408,-0.2402
"182","POKE_storm16_08_12_SPC_FI",NA,NA,NA
"183","POKE_storm17_08_23_SPC_FI",NA,NA,NA
"184","POKE_storm18_08_25_SPC_FI",-0.877,-0.8824,-0.8663
"185","POKE_storm19_08_27_SPC_FI",-0.8312,-0.8485,-0.8225
"186","POKE_storm20_09_01_SPC_FI",NA,NA,NA
"187","POKE_storm21_09_03_SPC_FI",-0.6818,-0.6948,-0.6721
"188","POKE_storm22a_09_07_SPC_FI",-0.7843,-0.7932,-0.7772
"189","POKE_storm1_06_09_turb_FI",-0.4879,-0.5895,-0.4351
"190","POKE_storm2_06_12_turb_FI",NA,NA,NA
"191","POKE_storm3_06_15_turb_FI",0.0341,-0.0011,0.0885
"192","POKE_storm4a_06_19_turb_FI",NA,NA,NA
"193","POKE_storm4b_06_20_turb_FI",NA,NA,NA
"194","POKE_storm4c_06_21_turb_FI",0.0346,-0.0051,0.0716
"195","POKE_storm5_06_22_turb_FI",NA,NA,NA
"196","POKE_storm6_06_29_turb_FI",-0.0275,-0.0336,-0.0221
"197","POKE_storm7_07_04_turb_FI",0.1355,0.0931,0.1945
"198","POKE_storm8_07_09_turb_FI",0.0289,0.0025,0.0828
"199","POKE_storm9_07_12_turb_FI",0.0938,0.0606,0.1296
"200","POKE_storm10_07_16_turb_FI",0.0403,0.0227,0.0606
"201","POKE_storm11_07_18_turb_FI",0.098,0.0898,0.1066
"202","POKE_storm12_07_20_turb_FI",NA,NA,NA
"203","POKE_storm13_07_24_turb_FI",0.1387,0.1167,0.157
"204","POKE_storm14_07_26_turb_FI",NA,NA,NA
"205","POKE_storm15_08_02_turb_FI",0.0689,0.0647,0.0725
"206","POKE_storm16_08_12_turb_FI",NA,NA,NA
"207","POKE_storm17_08_23_turb_FI",NA,NA,NA
"208","POKE_storm18_08_25_turb_FI",0.1855,0.1817,0.1895
"209","POKE_storm19_08_27_turb_FI",0.1727,0.1705,0.1747
"210","POKE_storm20_09_01_turb_FI",NA,NA,NA
"211","POKE_storm21_09_03_turb_FI",-0.5585,-0.5659,-0.55
"212","POKE_storm22a_09_07_turb_FI",0.1102,0.0984,0.1363
"213","STRT_storm1a_06_18_NO3_FI",NA,NA,NA
"214","STRT_storm1b_06_20_NO3_FI",NA,NA,NA
"215","STRT_storm1c_06_21_NO3_FI",NA,NA,NA
"216","STRT_storm1d_06_23_NO3_FI",NA,NA,NA
"217","STRT_storm1e_06_24_NO3_FI",NA,NA,NA
"218","STRT_storm2_07_09_NO3_FI",NA,NA,NA
"219","STRT_storm3_07_20_NO3_FI",NA,NA,NA
"220","STRT_storm4a_08_01_NO3_FI",NA,NA,NA
"221","STRT_storm4b_08_03_NO3_FI",NA,NA,NA
"222","STRT_storm5_08_09_NO3_FI",NA,NA,NA
"223","STRT_storm6_08_12_NO3_FI",NA,NA,NA
"224","STRT_storm7a_08_20_NO3_FI",NA,NA,NA
"225","STRT_storm7b_08_21_NO3_FI",NA,NA,NA
"226","STRT_storm8_08_28_NO3_FI",NA,NA,NA
"227","STRT_storm9a_09_03_NO3_FI",NA,NA,NA
"228","STRT_storm9b_09_06_NO3_FI",NA,NA,NA
"229","STRT_storm9c_09_09_NO3_FI",NA,NA,NA
"230","STRT_storm10_09_23_NO3_FI",NA,NA,NA
"231","STRT_storm1a_06_18_fDOM_FI",NA,NA,NA
"232","STRT_storm1b_06_20_fDOM_FI",NA,NA,NA
"233","STRT_storm1c_06_21_fDOM_FI",NA,NA,NA
"234","STRT_storm1d_06_23_fDOM_FI",NA,NA,NA
"235","STRT_storm1e_06_24_fDOM_FI",NA,NA,NA
"236","STRT_storm2_07_09_fDOM_FI",NA,NA,NA
"237","STRT_storm3_07_20_fDOM_FI",NA,NA,NA
"238","STRT_storm4a_08_01_fDOM_FI",NA,NA,NA
"239","STRT_storm4b_08_03_fDOM_FI",NA,NA,NA
"240","STRT_storm5_08_09_fDOM_FI",NA,NA,NA
"241","STRT_storm6_08_12_fDOM_FI",NA,NA,NA
"242","STRT_storm7a_08_20_fDOM_FI",NA,NA,NA
"243","STRT_storm7b_08_21_fDOM_FI",NA,NA,NA
"244","STRT_storm8_08_28_fDOM_FI",NA,NA,NA
"245","STRT_storm9a_09_03_fDOM_FI",NA,NA,NA
"246","STRT_storm9b_09_06_fDOM_FI",NA,NA,NA
"247","STRT_storm9c_09_09_fDOM_FI",NA,NA,NA
"248","STRT_storm10_09_23_fDOM_FI",NA,NA,NA
"249","STRT_storm1a_06_18_SPC_FI",NA,NA,NA
"250","STRT_storm1b_06_20_SPC_FI",NA,NA,NA
"251","STRT_storm1c_06_21_SPC_FI",NA,NA,NA
"252","STRT_storm1d_06_23_SPC_FI",NA,NA,NA
"253","STRT_storm1e_06_24_SPC_FI",NA,NA,NA
"254","STRT_storm2_07_09_SPC_FI",NA,NA,NA
"255","STRT_storm3_07_20_SPC_FI",NA,NA,NA
"256","STRT_storm4a_08_01_SPC_FI",NA,NA,NA
"257","STRT_storm4b_08_03_SPC_FI",NA,NA,NA
"258","STRT_storm5_08_09_SPC_FI",NA,NA,NA
"259","STRT_storm6_08_12_SPC_FI",NA,NA,NA
"260","STRT_storm7a_08_20_SPC_FI",NA,NA,NA
"261","STRT_storm7b_08_21_SPC_FI",NA,NA,NA
"262","STRT_storm8_08_28_SPC_FI",NA,NA,NA
"263","STRT_storm9a_09_03_SPC_FI",NA,NA,NA
"264","STRT_storm9b_09_06_SPC_FI",NA,NA,NA
"265","STRT_storm9c_09_09_SPC_FI",NA,NA,NA
"266","STRT_storm10_09_23_SPC_FI",NA,NA,NA
"267","STRT_storm1a_06_18_turb_FI",NA,NA,NA
"268","STRT_storm1b_06_20_turb_FI",NA,NA,NA
"269","STRT_storm1c_06_21_turb_FI",NA,NA,NA
"270","STRT_storm1d_06_23_turb_FI",NA,NA,NA
"271","STRT_storm1e_06_24_turb_FI",NA,NA,NA
"272","STRT_storm2_07_09_turb_FI",NA,NA,NA
"273","STRT_storm3_07_20_turb_FI",NA,NA,NA
"274","STRT_storm4a_08_01_turb_FI",NA,NA,NA
"275","STRT_storm4b_08_03_turb_FI",NA,NA,NA
"276","STRT_storm5_08_09_turb_FI",NA,NA,NA
"277","STRT_storm6_08_12_turb_FI",NA,NA,NA
"278","STRT_storm7a_08_20_turb_FI",NA,NA,NA
"279","STRT_storm7b_08_21_turb_FI",NA,NA,NA
"280","STRT_storm8_08_28_turb_FI",NA,NA,NA
"281","STRT_storm9a_09_03_turb_FI",NA,NA,NA
"282","STRT_storm9b_09_06_turb_FI",NA,NA,NA
"283","STRT_storm9c_09_09_turb_FI",NA,NA,NA
"284","STRT_storm10_09_23_turb_FI",NA,NA,NA
"285","VAUL_storm1a_06_19_NO3_FI",-0.0104,-0.0111,-0.0098
"286","VAUL_storm1b_06_20_NO3_FI",-0.0067,-0.0084,-0.0041
"287","VAUL_storm1c_06_22_NO3_FI",-0.0857,-0.2368,-0.0323
"288","VAUL_storm2_06_28_NO3_FI",NA,NA,NA
"289","VAUL_storm3_07_09_NO3_FI",-0.1462,-0.1516,-0.1414
"290","VAUL_storm4_07_12_NO3_FI",-0.3065,-0.3529,-0.2766
"291","VAUL_storm5_07_26_NO3_FI",-0.0797,-0.1631,-0.0124
"292","VAUL_storm6a_08_01_NO3_FI",-0.0116,-0.0122,-0.0109
"293","VAUL_storm6b_08_02_NO3_FI",-0.0191,-0.0538,-0.0018
"294","VAUL_storm7_08_08_NO3_FI",-0.072,-0.0736,-0.0699
"295","VAUL_storm8_08_11_NO3_FI",NA,NA,NA
"296","VAUL_storm9_08_12_NO3_FI",-0.2738,-0.344,-0.2293
"297","VAUL_storm10_08_25_NO3_FI",-0.3277,-0.3663,-0.3051
"298","VAUL_storm11_08_27_NO3_FI",0.0014,0,0.0029
"299","VAUL_storm12_09_01_NO3_FI",-0.431,-0.4583,-0.4013
"300","VAUL_storm13_09_03_NO3_FI",9e-04,-3e-04,0.0026
"301","VAUL_storm14_09_06_NO3_FI",NA,NA,NA
"302","VAUL_storm1a_06_19_fDOM_FI",-0.8839,-0.8843,-0.8834
"303","VAUL_storm1b_06_20_fDOM_FI",-0.4262,-0.4265,-0.4259
"304","VAUL_storm1c_06_22_fDOM_FI",NA,NA,NA
"305","VAUL_storm2_06_28_fDOM_FI",NA,NA,NA
"306","VAUL_storm3_07_09_fDOM_FI",-0.329,-0.3293,-0.3287
"307","VAUL_storm4_07_12_fDOM_FI",-0.9037,-0.905,-0.9024
"308","VAUL_storm5_07_26_fDOM_FI",-0.3491,-0.3645,-0.3334
"309","VAUL_storm6a_08_01_fDOM_FI",-0.8866,-0.887,-0.8863
"310","VAUL_storm6b_08_02_fDOM_FI",-0.4055,-0.4057,-0.4052
"311","VAUL_storm7_08_08_fDOM_FI",0,0,0
"312","VAUL_storm8_08_11_fDOM_FI",NA,NA,NA
"313","VAUL_storm9_08_12_fDOM_FI",-0.8461,-0.8504,-0.8408
"314","VAUL_storm10_08_25_fDOM_FI",-0.8192,-0.8203,-0.818
"315","VAUL_storm11_08_27_fDOM_FI",-0.7633,-0.7634,-0.7631
"316","VAUL_storm12_09_01_fDOM_FI",-0.2368,-0.2381,-0.2354
"317","VAUL_storm13_09_03_fDOM_FI",NA,NA,NA
"318","VAUL_storm14_09_06_fDOM_FI",-0.6274,-0.6311,-0.6235
"319","VAUL_storm1a_06_19_SPC_FI",-0.7622,-0.7627,-0.7619
"320","VAUL_storm1b_06_20_SPC_FI",-0.2473,-0.2474,-0.2471
"321","VAUL_storm1c_06_22_SPC_FI",NA,NA,NA
"322","VAUL_storm2_06_28_SPC_FI",NA,NA,NA
"323","VAUL_storm3_07_09_SPC_FI",-0.1843,-0.1844,-0.1842
"324","VAUL_storm4_07_12_SPC_FI",-0.623,-0.6234,-0.6229
"325","VAUL_storm5_07_26_SPC_FI",-0.8156,-0.8171,-0.815
"326","VAUL_storm6a_08_01_SPC_FI",-0.8064,-0.8066,-0.8063
"327","VAUL_storm6b_08_02_SPC_FI",-0.2333,-0.2336,-0.2331
"328","VAUL_storm7_08_08_SPC_FI",0.7911,0,0
"329","VAUL_storm8_08_11_SPC_FI",NA,NA,NA
"330","VAUL_storm9_08_12_SPC_FI",-0.2373,-0.2391,-0.2366
"331","VAUL_storm10_08_25_SPC_FI",-0.7169,-0.7172,-0.7167
"332","VAUL_storm11_08_27_SPC_FI",NA,NA,NA
"333","VAUL_storm12_09_01_SPC_FI",-0.4134,-0.415,-0.4121
"334","VAUL_storm13_09_03_SPC_FI",-0.7844,-0.7845,-0.7842
"335","VAUL_storm14_09_06_SPC_FI",NA,NA,NA
"336","VAUL_storm1a_06_19_turb_FI",0.6508,0.6155,0.6809
"337","VAUL_storm1b_06_20_turb_FI",0.581,0.5218,0.6521
"338","VAUL_storm1c_06_22_turb_FI",NA,NA,NA
"339","VAUL_storm2_06_28_turb_FI",NA,NA,NA
"340","VAUL_storm3_07_09_turb_FI",0.67,0.6003,0.7743
"341","VAUL_storm4_07_12_turb_FI",0.5586,0.5305,0.5826
"342","VAUL_storm5_07_26_turb_FI",0.2074,0.1694,0.3081
"343","VAUL_storm6a_08_01_turb_FI",0.5303,0.5131,0.5512
"344","VAUL_storm6b_08_02_turb_FI",0.4198,0.3965,0.4484
"345","VAUL_storm7_08_08_turb_FI",0,0,0
"346","VAUL_storm8_08_11_turb_FI",NA,NA,NA
"347","VAUL_storm9_08_12_turb_FI",0.2732,0.2228,0.3249
"348","VAUL_storm10_08_25_turb_FI",0.5045,0.4724,0.5334
"349","VAUL_storm11_08_27_turb_FI",0.6112,0.5886,0.6303
"350","VAUL_storm12_09_01_turb_FI",0.261,0.2284,0.3018
"351","VAUL_storm13_09_03_turb_FI",0.6388,0.6143,0.6648
"352","VAUL_storm14_09_06_turb_FI",NA,NA,NA
"353","CARI_storm1_06_15_NO3_FI",NA,NA,NA
"354","CARI_storm2a_06_19_NO3_FI",NA,NA,NA
"355","CARI_storm2b_06_20_NO3_FI",NA,NA,NA
"356","CARI_storm2c_06_21_NO3_FI",0.027,NA,NA
"357","CARI_storm3_06_23_NO3_FI",NA,NA,NA
"358","CARI_storm4_07_09_NO3_FI",NA,NA,NA
"359","CARI_storm5_07_13_NO3_FI",NA,NA,NA
"360","CARI_storm6_07_24_NO3_FI",NA,NA,NA
"361","CARI_storm7_07_27_NO3_FI",NA,NA,NA
"362","CARI_storm8a_08_02_NO3_FI",NA,NA,NA
"363","CARI_storm8b_08_03_NO3_FI",NA,NA,NA
"364","CARI_storm9_09_07_NO3_FI",NA,NA,NA
"365","CARI_storm1_06_15_fDOM_FI",NA,NA,NA
"366","CARI_storm2a_06_19_fDOM_FI",0.5693,0,0
"367","CARI_storm2b_06_20_fDOM_FI",0.5174,0,0
"368","CARI_storm2c_06_21_fDOM_FI",NA,NA,NA
"369","CARI_storm3_06_23_fDOM_FI",NA,NA,NA
"370","CARI_storm4_07_09_fDOM_FI",0.8089,0,0
"371","CARI_storm5_07_13_fDOM_FI",0.7324,0,0
"372","CARI_storm6_07_24_fDOM_FI",0.7696,0,0
"373","CARI_storm7_07_27_fDOM_FI",0.2397,0,0
"374","CARI_storm8a_08_02_fDOM_FI",0.3863,0,0
"375","CARI_storm8b_08_03_fDOM_FI",NA,NA,NA
"376","CARI_storm9_09_07_fDOM_FI",0.8241,0,0
"377","CARI_storm1_06_15_SPC_FI",NA,NA,NA
"378","CARI_storm2a_06_19_SPC_FI",NA,NA,NA
"379","CARI_storm2b_06_20_SPC_FI",NA,NA,NA
"380","CARI_storm2c_06_21_SPC_FI",0.0987,NA,NA
"381","CARI_storm3_06_23_SPC_FI",NA,NA,NA
"382","CARI_storm4_07_09_SPC_FI",NA,NA,NA
"383","CARI_storm5_07_13_SPC_FI",NA,NA,NA
"384","CARI_storm6_07_24_SPC_FI",NA,NA,NA
"385","CARI_storm7_07_27_SPC_FI",NA,NA,NA
"386","CARI_storm8a_08_02_SPC_FI",NA,NA,NA
