"","DateTime","MeanDischarge"
"132",2019-08-15 00:15:00,641.898538457227
"133",2019-08-15 00:30:00,639.425407343863
"134",2019-08-15 00:45:00,640.606008554105
"135",2019-08-15 01:00:00,643.509982968509
"136",2019-08-15 01:15:00,640.606008554105
"137",2019-08-15 01:30:00,637.345809967247
"138",2019-08-15 01:45:00,639.350788215277
"139",2019-08-15 02:00:00,634.909988418177
"140",2019-08-15 02:15:00,634.553764245723
"141",2019-08-15 02:30:00,638.95725447853
"142",2019-08-15 02:45:00,635.303522154924
"143",2019-08-15 03:00:00,632.830391041561
"144",2019-08-15 03:15:00,632.830391041561
"145",2019-08-15 03:30:00,630.788103229238
"146",2019-08-15 03:45:00,634.085611380389
"147",2019-08-15 04:00:00,629.570192454703
"148",2019-08-15 04:15:00,628.745815416915
"149",2019-08-15 04:30:00,631.649789831319
"150",2019-08-15 04:45:00,629.139349153663
"151",2019-08-15 05:00:00,627.52790464238
"152",2019-08-15 05:15:00,625.879150566805
"153",2019-08-15 05:30:00,624.230396491229
"154",2019-08-15 05:45:00,622.618951979946
"155",2019-08-15 06:00:00,626.309993867845
"156",2019-08-15 06:15:00,625.09208309331
"157",2019-08-15 06:30:00,624.698549356563
"158",2019-08-15 06:45:00,622.262727807492
"159",2019-08-15 07:00:00,623.480638582027
"160",2019-08-15 07:15:00,617.747308881806
"161",2019-08-15 07:30:00,619.358753393088
"162",2019-08-15 07:45:00,620.65128329621
"163",2019-08-15 08:00:00,620.220439995169
"164",2019-08-15 08:15:00,621.401041205411
"165",2019-08-15 08:30:00,620.613973731917
"166",2019-08-15 08:45:00,617.428394273645
"167",2019-08-15 09:00:00,615.779640198069
"168",2019-08-15 09:15:00,615.779640198069
"169",2019-08-15 09:30:00,614.561729423534
"170",2019-08-15 09:45:00,611.732374137717
"171",2019-08-15 10:00:00,612.125907874464
"172",2019-08-15 10:15:00,611.76968370201
"173",2019-08-15 10:30:00,608.940328416192
"174",2019-08-15 10:45:00,608.153260942697
"175",2019-08-15 11:00:00,609.371171717232
"176",2019-08-15 11:15:00,607.722417641657
"177",2019-08-15 11:30:00,606.935350168162
"178",2019-08-15 11:45:00,607.75972720595
"179",2019-08-15 12:00:00,604.930371920132
"180",2019-08-15 12:15:00,601.74479246186
"181",2019-08-15 12:30:00,604.180614010931
"182",2019-08-15 12:45:00,603.787080274183
"183",2019-08-15 13:00:00,602.569169499648
"184",2019-08-15 13:15:00,601.31394916082
"185",2019-08-15 13:30:00,603.86169940277
"186",2019-08-15 13:45:00,600.526881687325
"187",2019-08-15 14:00:00,597.30399266476
"188",2019-08-15 14:15:00,598.990056304629
"189",2019-08-15 14:30:00,600.170657514871
"190",2019-08-15 14:45:00,596.516925191266
"191",2019-08-15 15:00:00,593.294036168701
"192",2019-08-15 15:15:00,595.655238589185
"193",2019-08-15 15:30:00,595.336323981024
"194",2019-08-15 15:45:00,596.123391454518
"195",2019-08-15 16:00:00,594.118413206489
"196",2019-08-15 16:15:00,592.113434958459
"197",2019-08-15 16:30:00,591.326367484964
"198",2019-08-15 16:45:00,592.113434958459
"199",2019-08-15 17:00:00,592.937811996247
"200",2019-08-15 17:15:00,588.890545935894
"201",2019-08-15 17:30:00,586.417414822531
"202",2019-08-15 17:45:00,588.066168898106
"203",2019-08-15 18:00:00,585.236813612289
"204",2019-08-15 18:15:00,588.927855500187
"205",2019-08-15 18:30:00,586.885567687864
"206",2019-08-15 18:45:00,584.449746138794
"207",2019-08-15 19:00:00,586.454724386824
"208",2019-08-15 19:15:00,584.880589439834
"209",2019-08-15 19:30:00,585.667656913329
"210",2019-08-15 19:45:00,585.199504047995
"211",2019-08-15 20:00:00,586.023881085783
"212",2019-08-15 20:15:00,586.023881085783
"213",2019-08-15 20:30:00,585.667656913329
"214",2019-08-15 20:45:00,581.901995896844
"215",2019-08-15 21:00:00,586.380105258237
"216",2019-08-15 21:15:00,585.55572822045
"217",2019-08-15 21:30:00,584.768660746955
"218",2019-08-15 21:45:00,587.167172731732
"219",2019-08-15 22:00:00,585.55572822045
"220",2019-08-15 22:15:00,584.694041618369
"221",2019-08-15 22:30:00,587.167172731732
"222",2019-08-15 22:45:00,585.55572822045
"223",2019-08-15 23:00:00,589.640303845096
"224",2019-08-15 23:15:00,585.949261957197
"225",2019-08-15 23:30:00,583.869664580581
"226",2019-08-15 23:45:00,585.55572822045
"227",2019-08-16 00:00:00,585.874642828611
