"","Site","Date","ppt_tot","ppt_cum"
"163","MOOS",2021-06-16,0,18
"164","MOOS",2021-06-17,1.2,19.2
"165","MOOS",2021-06-18,0,19.2
"166","MOOS",2021-06-19,0.8,20
"167","MOOS",2021-06-20,2,22
"168","MOOS",2021-06-21,1.4,23.4
"169","MOOS",2021-06-22,0,23.4
"170","MOOS",2021-06-23,0,23.4
"171","MOOS",2021-06-24,0,23.4
"172","MOOS",2021-06-25,2.2,25.6
"173","MOOS",2021-06-26,0,25.6
"174","MOOS",2021-06-27,0,25.6
"175","MOOS",2021-06-28,0,25.6
"176","MOOS",2021-06-29,0,25.6
"177","MOOS",2021-06-30,0,25.6
"178","MOOS",2021-07-01,0,25.6
"179","MOOS",2021-07-02,0,25.6
"180","MOOS",2021-07-03,0.2,25.8
"181","MOOS",2021-07-04,0,25.8
"182","MOOS",2021-07-05,0,25.8
"183","MOOS",2021-07-06,0.6,26.4
"184","MOOS",2021-07-07,2.6,29
"185","MOOS",2021-07-08,0,29
"186","MOOS",2021-07-09,1.8,30.8
"187","MOOS",2021-07-10,0,30.8
"188","MOOS",2021-07-11,0,30.8
"189","MOOS",2021-07-12,0,30.8
"190","MOOS",2021-07-13,0,30.8
"191","MOOS",2021-07-14,0.4,31.2
"192","MOOS",2021-07-15,0,31.2
"193","MOOS",2021-07-16,0,31.2
"194","MOOS",2021-07-17,0,31.2
"195","MOOS",2021-07-18,0,31.2
"196","MOOS",2021-07-19,0,31.2
"197","MOOS",2021-07-20,0,31.2
"198","MOOS",2021-07-21,0,31.2
"199","MOOS",2021-07-22,0,31.2
"200","MOOS",2021-07-23,1.6,32.8
"201","MOOS",2021-07-24,20.2,53
"202","MOOS",2021-07-25,0,53
"203","MOOS",2021-07-26,0,53
"204","MOOS",2021-07-27,0.4,53.4
"205","MOOS",2021-07-28,13.8,67.2
"206","MOOS",2021-07-29,0,67.2
"207","MOOS",2021-07-30,0,67.2
"208","MOOS",2021-07-31,0,67.2
"209","MOOS",2021-08-01,0,67.2
"210","MOOS",2021-08-02,0,67.2
"211","MOOS",2021-08-03,0,67.2
"212","MOOS",2021-08-04,0,67.2
"213","MOOS",2021-08-05,0,67.2
"214","MOOS",2021-08-06,10.4,77.6
"215","MOOS",2021-08-07,3.6,81.2
"216","MOOS",2021-08-08,0,81.2
"217","MOOS",2021-08-09,19.4,100.6
"218","MOOS",2021-08-10,1.2,101.8
"219","MOOS",2021-08-11,2.6,104.4
"220","MOOS",2021-08-12,0.6,105
"221","MOOS",2021-08-13,1.4,106.4
"222","MOOS",2021-08-14,0,106.4
"223","MOOS",2021-08-15,8.2,114.6
"224","MOOS",2021-08-16,23.6,138.2
"225","MOOS",2021-08-17,8.2,146.4
"226","MOOS",2021-08-18,1.2,147.6
"227","MOOS",2021-08-19,1.2,148.8
"228","MOOS",2021-08-20,8.2,157
"229","MOOS",2021-08-21,4,161
"230","MOOS",2021-08-22,0,161
"231","MOOS",2021-08-23,0.6,161.6
"232","MOOS",2021-08-24,3.2,164.8
"233","MOOS",2021-08-25,7,171.8
"234","MOOS",2021-08-26,8,179.8
"235","MOOS",2021-08-27,3.6,183.4
"236","MOOS",2021-08-28,3.6,187
"237","MOOS",2021-08-29,0,187
"238","MOOS",2021-08-30,0.4,187.4
"239","MOOS",2021-08-31,0,187.4
"240","MOOS",2021-09-01,0,187.4
"241","MOOS",2021-09-02,1.6,189
"242","MOOS",2021-09-03,0.4,189.4
"243","MOOS",2021-09-04,0,189.4
"244","MOOS",2021-09-05,0,189.4
"245","MOOS",2021-09-06,0.4,189.8
"246","MOOS",2021-09-07,0,189.8
"247","MOOS",2021-09-08,0,189.8
"248","MOOS",2021-09-09,0,189.8
"249","MOOS",2021-09-10,0,189.8
"250","MOOS",2021-09-11,1.6,191.4
"251","MOOS",2021-09-12,0,191.4
"252","MOOS",2021-09-13,0,191.4
"253","MOOS",2021-09-14,0,191.4
"254","MOOS",2021-09-15,0,191.4
"255","MOOS",2021-09-16,0,191.4
"256","MOOS",2021-09-17,0,191.4
"257","MOOS",2021-09-18,0,191.4
"258","MOOS",2021-09-19,0,191.4
"259","MOOS",2021-09-20,4.6,196
"260","MOOS",2021-09-21,0,196
"261","MOOS",2021-09-22,0,196
"262","MOOS",2021-09-23,0,196
"263","MOOS",2021-09-24,1.6,197.6
"264","MOOS",2021-09-25,5.4,203
"265","MOOS",2021-09-26,1.8,204.8
"266","MOOS",2021-09-27,0,204.8
"267","MOOS",2021-09-28,0,204.8
"268","MOOS",2021-09-29,0,204.8
"269","MOOS",2021-09-30,1.2,206
"270","MOOS",NA,2.4,208.4
"271","POKE",2021-05-01,0.254,0.254
"272","POKE",2021-05-02,0,0.254
"273","POKE",2021-05-03,0,0.254
"274","POKE",2021-05-04,0,0.254
"275","POKE",2021-05-05,0.889,1.143
"276","POKE",2021-05-06,0,1.143
"277","POKE",2021-05-07,0,1.143
"278","POKE",2021-05-08,0,1.143
"279","POKE",2021-05-09,0,1.143
"280","POKE",2021-05-10,0,1.143
"281","POKE",2021-05-11,0,1.143
"282","POKE",2021-05-12,0,1.143
"283","POKE",2021-05-13,0,1.143
"284","POKE",2021-05-14,0,1.143
"285","POKE",2021-05-15,0.508,1.651
"286","POKE",2021-05-16,7.239,8.89
"287","POKE",2021-05-17,2.286,11.176
"288","POKE",2021-05-18,0,11.176
"289","POKE",2021-05-19,0.254,11.43
"290","POKE",2021-05-20,0,11.43
"291","POKE",2021-05-21,0,11.43
"292","POKE",2021-05-22,1.143,12.573
"293","POKE",2021-05-23,0.127,12.7
"294","POKE",2021-05-24,0,12.7
"295","POKE",2021-05-25,0,12.7
"296","POKE",2021-05-26,0,12.7
"297","POKE",2021-05-27,0,12.7
"298","POKE",2021-05-28,0,12.7
"299","POKE",2021-05-29,0,12.7
"300","POKE",2021-05-30,0,12.7
"301","POKE",2021-05-31,0,12.7
"302","POKE",2021-06-01,6.477,19.177
"303","POKE",2021-06-02,1.651,20.828
"304","POKE",2021-06-03,0,20.828
"305","POKE",2021-06-04,2.921,23.749
"306","POKE",2021-06-05,0,23.749
"307","POKE",2021-06-06,3.81,27.559
"308","POKE",2021-06-07,2.667,30.226
"309","POKE",2021-06-08,1.905,32.131
"310","POKE",2021-06-09,2.032,34.163
"311","POKE",2021-06-10,0,34.163
"312","POKE",2021-06-11,1.016,35.179
"313","POKE",2021-06-12,0.127,35.306
"314","POKE",2021-06-13,0.127,35.433
"315","POKE",2021-06-14,0,35.433
"316","POKE",2021-06-15,0,35.433
"317","POKE",2021-06-16,0,35.433
"318","POKE",2021-06-17,1.016,36.449
"319","POKE",2021-06-18,0,36.449
"320","POKE",2021-06-19,10.668,47.117
"321","POKE",2021-06-20,1.524,48.641
"322","POKE",2021-06-21,5.842,54.483
"323","POKE",2021-06-22,0,54.483
"324","POKE",2021-06-23,0,54.483
"325","POKE",2021-06-24,1.524,56.007
"326","POKE",2021-06-25,2.286,58.293
"327","POKE",2021-06-26,0,58.293
"328","POKE",2021-06-27,0,58.293
"329","POKE",2021-06-28,0,58.293
"330","POKE",2021-06-29,0,58.293
"331","POKE",2021-06-30,0,58.293
"332","POKE",2021-07-01,0,58.293
"333","POKE",2021-07-02,0,58.293
"334","POKE",2021-07-03,0,58.293
"335","POKE",2021-07-04,0,58.293
"336","POKE",2021-07-05,0,58.293
"337","POKE",2021-07-06,0.127,58.42
"338","POKE",2021-07-07,6.604,65.024
"339","POKE",2021-07-08,4.064,69.088
"340","POKE",2021-07-09,4.318,73.406
"341","POKE",2021-07-10,0,73.406
"342","POKE",2021-07-11,0,73.406
"343","POKE",2021-07-12,0,73.406
"344","POKE",2021-07-13,0,73.406
"345","POKE",2021-07-14,0.635,74.041
"346","POKE",2021-07-15,0,74.041
"347","POKE",2021-07-16,0,74.041
"348","POKE",2021-07-17,0,74.041
"349","POKE",2021-07-18,0.127,74.168
"350","POKE",2021-07-19,0,74.168
"351","POKE",2021-07-20,0,74.168
"352","POKE",2021-07-21,0,74.168
"353","POKE",2021-07-22,2.286,76.454
"354","POKE",2021-07-23,1.016,77.47
"355","POKE",2021-07-24,12.573,90.043
"356","POKE",2021-07-25,0,90.043
"357","POKE",2021-07-26,0,90.043
"358","POKE",2021-07-27,12.827,102.87
"359","POKE",2021-07-28,9.652,112.522
"360","POKE",2021-07-29,0,112.522
"361","POKE",2021-07-30,0,112.522
"362","POKE",2021-07-31,0,112.522
"363","POKE",2021-08-01,0,112.522
"364","POKE",2021-08-02,0,112.522
"365","POKE",2021-08-03,0,112.522
"366","POKE",2021-08-04,0,112.522
"367","POKE",2021-08-05,0,112.522
"368","POKE",2021-08-06,4.699,117.221
"369","POKE",2021-08-07,0.254,117.475
"370","POKE",2021-08-08,5.461,122.936
"371","POKE",2021-08-09,16.383,139.319
"372","POKE",2021-08-10,4.445,143.764
"373","POKE",2021-08-11,2.54,146.304
"374","POKE",2021-08-12,2.794,149.098
"375","POKE",2021-08-13,2.159,151.257
"376","POKE",2021-08-14,1.27,152.527
"377","POKE",2021-08-15,23.622,176.149
"378","POKE",2021-08-16,27.178,203.327
"379","POKE",2021-08-17,11.811,215.138
"380","POKE",2021-08-18,0,215.138
"381","POKE",2021-08-19,1.27,216.408
"382","POKE",2021-08-20,16.764,233.172
"383","POKE",2021-08-21,2.667,235.839
"384","POKE",2021-08-22,0,235.839
"385","POKE",2021-08-23,6.985,242.824
"386","POKE",2021-08-24,6.731,249.555
"387","POKE",2021-08-25,6.223,255.778
"388","POKE",2021-08-26,1.524,257.302
"389","POKE",2021-08-27,14.351,271.653
"390","POKE",2021-08-28,0,271.653
"391","POKE",2021-08-29,0,271.653
"392","POKE",2021-08-30,0.889,272.542
"393","POKE",2021-08-31,0,272.542
"394","POKE",2021-09-01,0,272.542
"395","POKE",2021-09-02,2.794,275.336
"396","POKE",2021-09-03,0,275.336
"397","POKE",2021-09-04,0,275.336
"398","POKE",2021-09-05,1.016,276.352
"399","POKE",2021-09-06,0,276.352
"400","POKE",2021-09-07,0,276.352
"401","POKE",2021-09-08,0,276.352
"402","POKE",2021-09-09,0,276.352
"403","POKE",2021-09-10,0.635,276.987
"404","POKE",2021-09-11,0,276.987
"405","POKE",2021-09-12,0,276.987
"406","POKE",2021-09-13,0,276.987
"407","POKE",2021-09-14,0,276.987
"408","POKE",2021-09-15,0,276.987
"409","POKE",2021-09-16,0,276.987
"410","POKE",2021-09-17,0,276.987
"411","POKE",2021-09-18,0,276.987
"412","POKE",2021-09-19,2.159,279.146
"413","POKE",2021-09-20,0.127,279.273
"414","POKE",2021-09-21,0,279.273
"415","POKE",2021-09-22,0,279.273
"416","POKE",2021-09-23,0,279.273
"417","POKE",2021-09-24,1.143,280.416
"418","POKE",2021-09-25,0.889,281.305
"419","POKE",2021-09-26,0,281.305
"420","POKE",2021-09-27,0,281.305
"421","POKE",2021-09-28,0,281.305
"422","POKE",2021-09-29,0,281.305
"423","POKE",2021-09-30,0,281.305
"424","STRT",2021-05-20,1.8,1.8
"425","STRT",2021-05-21,0,1.8
"426","STRT",2021-05-22,1.2,3
"427","STRT",2021-05-23,0.4,3.4
"428","STRT",2021-05-24,0,3.4
"429","STRT",2021-05-25,0,3.4
"430","STRT",2021-05-26,0,3.4
"431","STRT",2021-05-27,1.6,5
"432","STRT",2021-05-28,0,5
"433","STRT",2021-05-29,0,5
"434","STRT",2021-05-30,0,5
"435","STRT",2021-05-31,0,5
"436","STRT",2021-06-01,3.8,8.8
"437","STRT",2021-06-02,0,8.8
"438","STRT",2021-06-03,0,8.8
"439","STRT",2021-06-04,1.2,10
"440","STRT",2021-06-05,0,10
"441","STRT",2021-06-06,0,10
"442","STRT",2021-06-07,1.6,11.6
"443","STRT",2021-06-08,1.4,13
"444","STRT",2021-06-09,4,17
"445","STRT",2021-06-10,0,17
"446","STRT",2021-06-11,0,17
"447","STRT",2021-06-12,0,17
"448","STRT",2021-06-13,1,18
"449","STRT",2021-06-14,0,18
"450","STRT",2021-06-15,0,18
"451","STRT",2021-06-16,0,18
"452","STRT",2021-06-17,1.2,19.2
"453","STRT",2021-06-18,0,19.2
"454","STRT",2021-06-19,0.8,20
"455","STRT",2021-06-20,2,22
"456","STRT",2021-06-21,1.4,23.4
"457","STRT",2021-06-22,0,23.4
"458","STRT",2021-06-23,0,23.4
"459","STRT",2021-06-24,0,23.4
"460","STRT",2021-06-25,2.2,25.6
"461","STRT",2021-06-26,0,25.6
"462","STRT",2021-06-27,0,25.6
"463","STRT",2021-06-28,0,25.6
"464","STRT",2021-06-29,0,25.6
"465","STRT",2021-06-30,0,25.6
"466","STRT",2021-07-01,0,25.6
"467","STRT",2021-07-02,0,25.6
"468","STRT",2021-07-03,0.2,25.8
"469","STRT",2021-07-04,0,25.8
"470","STRT",2021-07-05,0,25.8
"471","STRT",2021-07-06,0.6,26.4
"472","STRT",2021-07-07,2.6,29
"473","STRT",2021-07-08,0,29
"474","STRT",2021-07-09,1.8,30.8
"475","STRT",2021-07-10,0,30.8
"476","STRT",2021-07-11,0,30.8
"477","STRT",2021-07-12,0,30.8
"478","STRT",2021-07-13,0,30.8
"479","STRT",2021-07-14,0.4,31.2
"480","STRT",2021-07-15,0,31.2
"481","STRT",2021-07-16,0,31.2
"482","STRT",2021-07-17,0,31.2
"483","STRT",2021-07-18,0,31.2
"484","STRT",2021-07-19,0,31.2
"485","STRT",2021-07-20,0,31.2
"486","STRT",2021-07-21,0,31.2
"487","STRT",2021-07-22,0,31.2
"488","STRT",2021-07-23,1.6,32.8
"489","STRT",2021-07-24,20.2,53
"490","STRT",2021-07-25,0,53
"491","STRT",2021-07-26,0,53
"492","STRT",2021-07-27,0.4,53.4
"493","STRT",2021-07-28,13.8,67.2
"494","STRT",2021-07-29,0,67.2
"495","STRT",2021-07-30,0,67.2
"496","STRT",2021-07-31,0,67.2
"497","STRT",2021-08-01,0,67.2
"498","STRT",2021-08-02,0,67.2
"499","STRT",2021-08-03,0,67.2
"500","STRT",2021-08-04,0,67.2
"501","STRT",2021-08-05,0,67.2
"502","STRT",2021-08-06,10.4,77.6
"503","STRT",2021-08-07,3.6,81.2
"504","STRT",2021-08-08,0,81.2
"505","STRT",2021-08-09,19.4,100.6
"506","STRT",2021-08-10,1.2,101.8
"507","STRT",2021-08-11,2.6,104.4
"508","STRT",2021-08-12,0.6,105
"509","STRT",2021-08-13,1.4,106.4
"510","STRT",2021-08-14,0,106.4
"511","STRT",2021-08-15,8.2,114.6
"512","STRT",2021-08-16,23.6,138.2
"513","STRT",2021-08-17,8.2,146.4
"514","STRT",2021-08-18,1.2,147.6
"515","STRT",2021-08-19,1.2,148.8
"516","STRT",2021-08-20,8.2,157
"517","STRT",2021-08-21,4,161
"518","STRT",2021-08-22,0,161
"519","STRT",2021-08-23,0.6,161.6
"520","STRT",2021-08-24,3.2,164.8
"521","STRT",2021-08-25,7,171.8
"522","STRT",2021-08-26,8,179.8
"523","STRT",2021-08-27,3.6,183.4
"524","STRT",2021-08-28,3.6,187
"525","STRT",2021-08-29,0,187
"526","STRT",2021-08-30,0.4,187.4
"527","STRT",2021-08-31,0,187.4
"528","STRT",2021-09-01,0,187.4
"529","STRT",2021-09-02,1.6,189
"530","STRT",2021-09-03,0.4,189.4
"531","STRT",2021-09-04,0,189.4
"532","STRT",2021-09-05,0,189.4
"533","STRT",2021-09-06,0.4,189.8
"534","STRT",2021-09-07,0,189.8
"535","STRT",2021-09-08,0,189.8
"536","STRT",2021-09-09,0,189.8
"537","STRT",2021-09-10,0,189.8
"538","STRT",2021-09-11,1.6,191.4
"539","STRT",2021-09-12,0,191.4
"540","STRT",2021-09-13,0,191.4
"541","STRT",2021-09-14,0,191.4
"542","STRT",2021-09-15,0,191.4
"543","STRT",2021-09-16,0,191.4
"544","STRT",2021-09-17,0,191.4
"545","STRT",2021-09-18,0,191.4
"546","STRT",2021-09-19,0,191.4
"547","STRT",2021-09-20,4.6,196
"548","STRT",2021-09-21,0,196
"549","STRT",2021-09-22,0,196
"550","STRT",2021-09-23,0,196
"551","STRT",2021-09-24,1.6,197.6
"552","STRT",2021-09-25,5.4,203
"553","STRT",2021-09-26,1.8,204.8
"554","STRT",2021-09-27,0,204.8
"555","STRT",2021-09-28,0,204.8
"556","STRT",2021-09-29,0,204.8
"557","STRT",2021-09-30,1.2,206
"558","STRT",NA,2.4,208.4
"559","VAUL",2021-05-11,0.2,0.2
"560","VAUL",2021-05-12,0,0.2
"561","VAUL",2021-05-13,0,0.2
"562","VAUL",2021-05-14,0,0.2
"563","VAUL",2021-05-15,0,0.2
"564","VAUL",2021-05-16,2.8,3
"565","VAUL",2021-05-17,8.2,11.2
"566","VAUL",2021-05-18,0,11.2
"567","VAUL",2021-05-19,0,11.2
"568","VAUL",2021-05-20,0,11.2
"569","VAUL",2021-05-21,0,11.2
"570","VAUL",2021-05-22,1.4,12.6
"571","VAUL",2021-05-23,0,12.6
"572","VAUL",2021-05-24,0,12.6
"573","VAUL",2021-05-25,0,12.6
"574","VAUL",2021-05-26,0,12.6
"575","VAUL",2021-05-27,0,12.6
"576","VAUL",2021-05-28,0,12.6
"577","VAUL",2021-05-29,0,12.6
"578","VAUL",2021-05-30,0,12.6
"579","VAUL",2021-05-31,0,12.6
"580","VAUL",2021-06-01,0.8,13.4
"581","VAUL",2021-06-02,3,16.4
"582","VAUL",2021-06-03,0,16.4
"583","VAUL",2021-06-04,0,16.4
"584","VAUL",2021-06-05,0,16.4
"585","VAUL",2021-06-06,1.4,17.8
"586","VAUL",2021-06-07,0,17.8
"587","VAUL",2021-06-08,1.4,19.2
"588","VAUL",2021-06-09,2.8,22
"589","VAUL",2021-06-10,0,22
"590","VAUL",2021-06-11,0.2,22.2
"591","VAUL",2021-06-12,0,22.2
"592","VAUL",2021-06-13,0.2,22.4
"593","VAUL",2021-06-14,0.2,22.6
"594","VAUL",2021-06-15,0,22.6
"595","VAUL",2021-06-16,0,22.6
"596","VAUL",2021-06-17,3.2,25.8
"597","VAUL",2021-06-18,0,25.8
"598","VAUL",2021-06-19,0.4,26.2
"599","VAUL",2021-06-20,36.4,62.6
"600","VAUL",2021-06-21,0.8,63.4
"601","VAUL",2021-06-22,15.6,79
"602","VAUL",2021-06-23,0,79
"603","VAUL",2021-06-24,0,79
"604","VAUL",2021-06-25,0.4,79.4
"605","VAUL",2021-06-26,0,79.4
"606","VAUL",2021-06-27,0,79.4
"607","VAUL",2021-06-28,0,79.4
"608","VAUL",2021-06-29,0,79.4
"609","VAUL",2021-06-30,0,79.4
"610","VAUL",2021-07-01,0,79.4
"611","VAUL",2021-07-02,0,79.4
"612","VAUL",2021-07-03,0,79.4
"613","VAUL",2021-07-04,0,79.4
"614","VAUL",2021-07-05,0,79.4
"615","VAUL",2021-07-06,0.4,79.8
"616","VAUL",2021-07-07,0,79.8
"617","VAUL",2021-07-08,1.6,81.4
"618","VAUL",2021-07-09,2.8,84.2
"619","VAUL",2021-07-10,0.8,85
"620","VAUL",2021-07-11,0,85
"621","VAUL",2021-07-12,0,85
"622","VAUL",2021-07-13,0,85
"623","VAUL",2021-07-14,1.2,86.2
"624","VAUL",2021-07-15,0.2,86.4
"625","VAUL",2021-07-16,0,86.4
"626","VAUL",2021-07-17,0,86.4
"627","VAUL",2021-07-18,0,86.4
"628","VAUL",2021-07-19,0,86.4
"629","VAUL",2021-07-20,0,86.4
"630","VAUL",2021-07-21,0,86.4
"631","VAUL",2021-07-22,0,86.4
"632","VAUL",2021-07-23,2.8,89.2
"633","VAUL",2021-07-24,71.8,161
"634","VAUL",2021-07-25,0,161
"635","VAUL",2021-07-26,0,161
"636","VAUL",2021-07-27,0.6,161.6
"637","VAUL",2021-07-28,12.8,174.4
"638","VAUL",2021-07-29,0,174.4
"639","VAUL",2021-07-30,0,174.4
"640","VAUL",2021-07-31,0,174.4
"641","VAUL",2021-08-01,0,174.4
"642","VAUL",2021-08-02,0,174.4
"643","VAUL",2021-08-03,0,174.4
"644","VAUL",2021-08-04,0,174.4
"645","VAUL",2021-08-05,0,174.4
"646","VAUL",2021-08-06,6.4,180.8
"647","VAUL",2021-08-07,2,182.8
"648","VAUL",2021-08-08,0,182.8
"649","VAUL",2021-08-09,36,218.8
"650","VAUL",2021-08-10,3.4,222.2
"651","VAUL",2021-08-11,0.2,222.4
"652","VAUL",2021-08-12,3.6,226
"653","VAUL",2021-08-13,2.6,228.6
"654","VAUL",2021-08-14,0,228.6
"655","VAUL",2021-08-15,5.4,234
"656","VAUL",2021-08-16,8,242
"657","VAUL",2021-08-17,13.4,255.4
"658","VAUL",2021-08-18,2.6,258
"659","VAUL",2021-08-19,0.8,258.8
"660","VAUL",2021-08-20,10.6,269.4
"661","VAUL",2021-08-21,0.4,269.8
"662","VAUL",2021-08-22,0,269.8
"663","VAUL",2021-08-23,4.8,274.6
"664","VAUL",2021-08-24,5.2,279.8
"665","VAUL",2021-08-25,10.8,290.6
"666","VAUL",2021-08-26,0.2,290.8
"667","VAUL",2021-08-27,13.8,304.6
