"","storm.num","TOTAL.TIME","site.ID","year","response","HI","precip","temp","precip.week","precip.month","ThreeMonth","temp.week","Intensity","doy","burn","pf"
"15","storm5",54.5,"CARI","2020","fDOM",-0.623365565016596,19.939,12.7206833333333,47.117,82.678,82.678,10.4274701676529,0.365853211009174,194.208333333333,"burned","medium"
"16","storm7",76.5,"CARI","2020","fDOM",-0.390508891137776,18.034,11.2670487012987,40.132,111.253,111.253,11.9857921597633,0.235738562091503,208.291666666667,"burned","medium"
"17","storm8a",27.5,"CARI","2020","fDOM",-0.375719712512075,14.224,13.3135267857143,35.687,129.287,129.287,11.7225448717949,0.517236363636364,214.041666666667,"burned","medium"
"18","storm8b",119.5,"CARI","2020","fDOM",-0.425648591814211,44.069,13.1458760245902,44.577,143.511,143.511,11.7435722386588,0.368778242677824,215.208333333333,"burned","medium"
"19","storm9",24.5,"CARI","2020","fDOM",-0.347280064865666,9.779,9.00537833333333,58.293,187.58,187.58,13.0958405257937,0.399142857142857,250.041666666667,"burned","medium"
"20","storm2a",25.5,"CARI","2020","SPC",0.614638014431848,19.94,11.7087948717949,6.858,6.858,6.858,14.9436794354839,0.781960784313725,170.5,"burned","medium"
"21","storm2b",23.5,"CARI","2020","SPC",0.456135290472831,16.764,11.9809895833333,26.798,26.798,26.798,13.9913697916667,0.71336170212766,171.583333333333,"burned","medium"
"22","storm2c",38.5,"CARI","2020","SPC",-0.46932247746438,11.049,9.22646794871795,43.816,43.816,43.816,13.5332898065476,0.286987012987013,172.583333333333,"burned","medium"
"23","storm3",69.5,"CARI","2020","SPC",0.292939206743261,16.637,10.1158497807018,54.611,54.611,54.611,12.4037508278146,0.239381294964029,174.291666666667,"burned","medium"
"24","storm4",38.5,"CARI","2020","SPC",0.739464594127798,11.43,11.9569668803419,65.152,71.248,71.248,10.4735532544379,0.296883116883117,190.416666666667,"burned","medium"
"25","storm5",54.5,"CARI","2020","SPC",0.690508257528919,19.939,12.7206833333333,47.117,82.678,82.678,10.4274701676529,0.365853211009174,194.208333333333,"burned","medium"
"26","storm6",45.5,"CARI","2020","SPC",0.587296885578867,8.636,11.0035688405797,48.006,102.617,102.617,11.4320465976331,0.189802197802198,205.583333333333,"burned","medium"
"27","storm7",76.5,"CARI","2020","SPC",0.403586497890298,18.034,11.2670487012987,40.132,111.253,111.253,11.9857921597633,0.235738562091503,208.291666666667,"burned","medium"
"28","storm8a",27.5,"CARI","2020","SPC",0.711227391385421,14.224,13.3135267857143,35.687,129.287,129.287,11.7225448717949,0.517236363636364,214.041666666667,"burned","medium"
"29","storm8b",119.5,"CARI","2020","SPC",0.484463100643681,44.069,13.1458760245902,44.577,143.511,143.511,11.7435722386588,0.368778242677824,215.208333333333,"burned","medium"
"30","storm9",24.5,"CARI","2020","SPC",0.660441802696935,9.779,9.00537833333333,58.293,187.58,187.58,13.0958405257937,0.399142857142857,250.041666666667,"burned","medium"
"31","storm2a",25.5,"CARI","2020","turb",0.0427709421295364,19.94,11.7087948717949,6.858,6.858,6.858,14.9436794354839,0.781960784313725,170.5,"burned","medium"
"32","storm2b",23.5,"CARI","2020","turb",0.0188955774300417,16.764,11.9809895833333,26.798,26.798,26.798,13.9913697916667,0.71336170212766,171.583333333333,"burned","medium"
"33","storm2c",38.5,"CARI","2020","turb",0.0642426946241361,11.049,9.22646794871795,43.816,43.816,43.816,13.5332898065476,0.286987012987013,172.583333333333,"burned","medium"
"34","storm3",69.5,"CARI","2020","turb",-0.033005286509959,16.637,10.1158497807018,54.611,54.611,54.611,12.4037508278146,0.239381294964029,174.291666666667,"burned","medium"
"35","storm4",38.5,"CARI","2020","turb",0.14313171283211,11.43,11.9569668803419,65.152,71.248,71.248,10.4735532544379,0.296883116883117,190.416666666667,"burned","medium"
"36","storm5",54.5,"CARI","2020","turb",0.121604868702806,19.939,12.7206833333333,47.117,82.678,82.678,10.4274701676529,0.365853211009174,194.208333333333,"burned","medium"
"37","storm6",45.5,"CARI","2020","turb",0.00113438045375249,8.636,11.0035688405797,48.006,102.617,102.617,11.4320465976331,0.189802197802198,205.583333333333,"burned","medium"
"38","storm7",76.5,"CARI","2020","turb",-0.0047853485229428,18.034,11.2670487012987,40.132,111.253,111.253,11.9857921597633,0.235738562091503,208.291666666667,"burned","medium"
"39","storm8a",27.5,"CARI","2020","turb",0.000330646472478956,14.224,13.3135267857143,35.687,129.287,129.287,11.7225448717949,0.517236363636364,214.041666666667,"burned","medium"
"40","storm8b",119.5,"CARI","2020","turb",0.0439765601802526,44.069,13.1458760245902,44.577,143.511,143.511,11.7435722386588,0.368778242677824,215.208333333333,"burned","medium"
"41","storm9",24.5,"CARI","2020","turb",-0.0829279299110684,9.779,9.00537833333333,58.293,187.58,187.58,13.0958405257937,0.399142857142857,250.041666666667,"burned","medium"
