,column_label,HI,Q_interval,storm.ID,site.ID,storm.num,month,day,response,
Interpolated HI for 46% discharge...23,1,-0.444761905,46,FRCH_storm1_07_23_NO3,FRCH,storm1,7,23,NO3,
Interpolated HI for 48% discharge...24,1,-0.442619048,48,FRCH_storm1_07_23_NO3,FRCH,storm1,7,23,NO3,
Interpolated HI for 50% discharge...25,1,-0.441904762,50,FRCH_storm1_07_23_NO3,FRCH,storm1,7,23,NO3,
Interpolated HI for 52% discharge...26,1,-0.447619048,52,FRCH_storm1_07_23_NO3,FRCH,storm1,7,23,NO3,
Interpolated HI for 54% discharge...27,1,-0.472857143,54,FRCH_storm1_07_23_NO3,FRCH,storm1,7,23,NO3,
Interpolated HI for 56% discharge...28,1,-0.46952381,56,FRCH_storm1_07_23_NO3,FRCH,storm1,7,23,NO3,
Interpolated HI for 58% discharge...29,1,-0.44,58,FRCH_storm1_07_23_NO3,FRCH,storm1,7,23,NO3,
Interpolated HI for 60% discharge...30,1,-0.421666667,60,FRCH_storm1_07_23_NO3,FRCH,storm1,7,23,NO3,
Interpolated HI for 62% discharge...31,1,-0.407619048,62,FRCH_storm1_07_23_NO3,FRCH,storm1,7,23,NO3,
Interpolated HI for 64% discharge...32,1,-0.39547619,64,FRCH_storm1_07_23_NO3,FRCH,storm1,7,23,NO3,
Interpolated HI for 66% discharge...33,1,-0.401666667,66,FRCH_storm1_07_23_NO3,FRCH,storm1,7,23,NO3,
Interpolated HI for 68% discharge...34,1,-0.406190476,68,FRCH_storm1_07_23_NO3,FRCH,storm1,7,23,NO3,
Interpolated HI for 70% discharge...35,1,-0.432142857,70,FRCH_storm1_07_23_NO3,FRCH,storm1,7,23,NO3,
Interpolated HI for 72% discharge...36,1,-0.511428571,72,FRCH_storm1_07_23_NO3,FRCH,storm1,7,23,NO3,
Interpolated HI for 74% discharge...37,1,-0.487857143,74,FRCH_storm1_07_23_NO3,FRCH,storm1,7,23,NO3,
Interpolated HI for 76% discharge...38,1,-0.606666667,76,FRCH_storm1_07_23_NO3,FRCH,storm1,7,23,NO3,
Interpolated HI for 78% discharge...39,1,-0.559047619,78,FRCH_storm1_07_23_NO3,FRCH,storm1,7,23,NO3,
Interpolated HI for 80% discharge...40,1,-0.551190476,80,FRCH_storm1_07_23_NO3,FRCH,storm1,7,23,NO3,
Interpolated HI for 82% discharge...41,1,-0.499761905,82,FRCH_storm1_07_23_NO3,FRCH,storm1,7,23,NO3,
Interpolated HI for 84% discharge...42,1,-0.306190476,84,FRCH_storm1_07_23_NO3,FRCH,storm1,7,23,NO3,
Interpolated HI for 86% discharge...43,1,-0.184047619,86,FRCH_storm1_07_23_NO3,FRCH,storm1,7,23,NO3,
Interpolated HI for 88% discharge...44,1,-0.196190476,88,FRCH_storm1_07_23_NO3,FRCH,storm1,7,23,NO3,
Interpolated HI for 90% discharge...45,1,-0.113809524,90,FRCH_storm1_07_23_NO3,FRCH,storm1,7,23,NO3,
Interpolated HI for 92% discharge...46,1,-0.08547619,92,FRCH_storm1_07_23_NO3,FRCH,storm1,7,23,NO3,
Interpolated HI for 94% discharge...47,1,-0.167380952,94,FRCH_storm1_07_23_NO3,FRCH,storm1,7,23,NO3,
Interpolated HI for 96% discharge...48,1,-0.233571429,96,FRCH_storm1_07_23_NO3,FRCH,storm1,7,23,NO3,
Interpolated HI for 98% discharge...49,1,-0.333809524,98,FRCH_storm1_07_23_NO3,FRCH,storm1,7,23,NO3,
Interpolated HI for 100% discharge...50,1,0.015952381,100,FRCH_storm1_07_23_NO3,FRCH,storm1,7,23,NO3,
Interpolated HI for 2% discharge...51,2,-0.350894389,2,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 4% discharge...52,2,-0.301274198,4,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 6% discharge...53,2,-0.311810831,6,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 8% discharge...54,2,-0.322592502,8,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 10% discharge...55,2,-0.321857388,10,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 12% discharge...56,2,-0.302989463,12,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 14% discharge...57,2,-0.283753982,14,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 16% discharge...58,2,-0.277628032,16,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 18% discharge...59,2,-0.250673854,18,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 20% discharge...60,2,-0.610634648,20,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 22% discharge...61,2,-0.585273217,22,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 24% discharge...62,2,-0.594339623,24,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 26% discharge...63,2,-0.516540064,26,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 28% discharge...64,2,-0.445724087,28,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 30% discharge...65,2,-0.376990934,30,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 32% discharge...66,2,-0.311198236,32,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 34% discharge...67,2,-0.28767459,34,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 36% discharge...68,2,-0.281793678,36,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 38% discharge...69,2,-0.273339868,38,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 40% discharge...70,2,-0.295883362,40,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 42% discharge...71,2,-0.302376868,42,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 44% discharge...72,2,-0.308625337,44,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 46% discharge...73,2,-0.266601323,46,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 48% discharge...74,2,-0.224577309,48,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 50% discharge...75,2,-0.194437638,50,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 52% discharge...76,2,-0.107081598,52,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 54% discharge...77,2,-0.065425141,54,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 56% discharge...78,2,-0.035040431,56,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 58% discharge...79,2,-0.013844646,58,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 60% discharge...80,2,0.006493506,60,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 62% discharge...81,2,0.013109532,62,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 64% discharge...82,2,0.030017153,64,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 66% discharge...83,2,0.056726293,66,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 68% discharge...84,2,0.05819652,68,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 70% discharge...85,2,0.056726293,70,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 72% discharge...86,2,0.06677285,72,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 74% discharge...87,2,0.047169811,74,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 76% discharge...88,2,0.037123254,76,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 78% discharge...89,2,0.034427836,78,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 80% discharge...90,2,0.015559912,80,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 82% discharge...91,2,0.012374418,82,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 84% discharge...92,2,-0.000735114,84,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 86% discharge...93,2,-0.049007596,86,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 88% discharge...94,2,-0.050722862,88,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 90% discharge...95,2,-0.118475864,90,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 92% discharge...96,2,-0.136731193,92,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 94% discharge...97,2,-0.206812056,94,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 96% discharge...98,2,-0.262680716,96,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 98% discharge...99,2,-0.344523401,98,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 100% discharge...100,2,0.056236217,100,FRCH_storm2_07_23_NO3,FRCH,storm2,7,23,NO3,
Interpolated HI for 2% discharge...101,3,-0.102581249,2,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 4% discharge...102,3,0.000735589,4,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 6% discharge...103,3,-0.00575097,6,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 8% discharge...104,3,-0.005550354,8,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 10% discharge...105,3,-0.00594044,10,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 12% discharge...106,3,-0.012627614,12,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 14% discharge...107,3,-0.015915474,14,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 16% discharge...108,3,-0.021543846,16,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 18% discharge...109,3,-0.000312068,18,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 20% discharge...110,3,-0.210991485,20,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 22% discharge...111,3,-0.194251259,22,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 24% discharge...112,3,-0.293945878,24,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 26% discharge...113,3,-0.523940083,26,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 28% discharge...114,3,-0.534840177,28,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 30% discharge...115,3,-0.60068655,30,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 32% discharge...116,3,-0.699333512,32,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 34% discharge...117,3,-0.723485355,34,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 36% discharge...118,3,-0.745631046,36,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 38% discharge...119,3,-0.80302929,38,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 40% discharge...120,3,-0.787581918,40,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 42% discharge...121,3,-0.781864384,42,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 44% discharge...122,3,-0.676608265,44,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 46% discharge...123,3,-0.659834604,46,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 48% discharge...124,3,-0.65870893,48,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 50% discharge...125,3,-0.624437163,50,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 52% discharge...126,3,-0.588894833,52,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 54% discharge...127,3,-0.540501984,54,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 56% discharge...128,3,-0.526414337,56,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 58% discharge...129,3,-0.485600285,58,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 60% discharge...130,3,-0.487795907,60,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 62% discharge...131,3,-0.466486113,62,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 64% discharge...132,3,-0.457313539,64,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 66% discharge...133,3,-0.440394989,66,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 68% discharge...134,3,-0.432325799,68,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 70% discharge...135,3,-0.429405733,70,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 72% discharge...136,3,-0.428335785,72,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 74% discharge...137,3,-0.429450314,74,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 76% discharge...138,3,-0.412877268,76,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 78% discharge...139,3,-0.338705363,78,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 80% discharge...140,3,-0.322410949,80,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 82% discharge...141,3,-0.221267442,82,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 84% discharge...142,3,-0.220933084,84,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 86% discharge...143,3,-0.198152111,86,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 88% discharge...144,3,-0.190094066,88,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 90% discharge...145,3,-0.17276314,90,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 92% discharge...146,3,-0.103550889,92,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 94% discharge...147,3,0.06166689,94,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 96% discharge...148,3,-0.08492711,96,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 98% discharge...149,3,-0.086743792,98,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 100% discharge...150,3,0.07397129,100,FRCH_storm2_07_23_fDOM,FRCH,storm2,7,23,fDOM,
Interpolated HI for 2% discharge...151,4,0.161468396,2,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 4% discharge...152,4,0.652773944,4,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 6% discharge...153,4,0.644493514,6,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 8% discharge...154,4,0.638283191,8,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 10% discharge...155,4,0.628346674,10,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 12% discharge...156,4,0.616754071,12,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 14% discharge...157,4,0.611371791,14,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 16% discharge...158,4,0.61095777,16,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 18% discharge...159,4,0.598537124,18,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 20% discharge...160,4,0.263041678,20,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 22% discharge...161,4,0.259315484,22,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 24% discharge...162,4,0.365166989,24,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 26% discharge...163,4,0.514490754,26,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 28% discharge...164,4,0.545128347,28,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 30% discharge...165,4,0.586116478,30,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 32% discharge...166,4,0.601987303,32,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 34% discharge...167,4,0.611233784,34,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 36% discharge...168,4,0.646287607,36,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 38% discharge...169,4,0.658294231,38,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 40% discharge...170,4,0.696798234,40,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 42% discharge...171,4,0.723985647,42,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 44% discharge...172,4,0.760419542,44,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 46% discharge...173,4,0.807341982,46,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 48% discharge...174,4,0.848054099,48,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 50% discharge...175,4,0.878139663,50,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 52% discharge...176,4,0.933480541,52,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 54% discharge...177,4,0.948247309,54,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 56% discharge...178,4,0.937758763,56,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 58% discharge...179,4,0.923544024,58,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 60% discharge...180,4,0.915401601,60,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 62% discharge...181,4,0.900910847,62,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 64% discharge...182,4,0.881589843,64,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 66% discharge...183,4,0.859922716,66,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 68% discharge...184,4,0.849434171,68,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 70% discharge...185,4,0.810240132,70,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 72% discharge...186,4,0.802373723,72,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 74% discharge...187,4,0.743858681,74,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 76% discharge...188,4,0.701628485,76,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 78% discharge...189,4,0.629312724,78,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 80% discharge...190,4,0.540022081,80,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 82% discharge...191,4,0.500414022,82,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 84% discharge...192,4,0.404499034,84,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 86% discharge...193,4,0.324868893,86,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 88% discharge...194,4,0.288020977,88,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 90% discharge...195,4,0.205078664,90,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 92% discharge...196,4,0.169886834,92,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 94% discharge...197,4,0.132348882,94,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 96% discharge...198,4,0.098675131,96,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 98% discharge...199,4,0.078940105,98,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 100% discharge...200,4,0.509108474,100,FRCH_storm2_07_23_SPC,FRCH,storm2,7,23,SPC,
Interpolated HI for 2% discharge...201,5,-0.033581859,2,FRCH_storm2_07_23_turb,FRCH,storm2,7,23,turb,
Interpolated HI for 4% discharge...202,5,-0.032340086,4,FRCH_storm2_07_23_turb,FRCH,storm2,7,23,turb,
Interpolated HI for 6% discharge...203,5,-0.03240436,6,FRCH_storm2_07_23_turb,FRCH,storm2,7,23,turb,
Interpolated HI for 8% discharge...204,5,-0.032332374,8,FRCH_storm2_07_23_turb,FRCH,storm2,7,23,turb,
Interpolated HI for 10% discharge...205,5,-0.019806664,10,FRCH_storm2_07_23_turb,FRCH,storm2,7,23,turb,
Interpolated HI for 12% discharge...206,5,-0.013806047,12,FRCH_storm2_07_23_turb,FRCH,storm2,7,23,turb,
Interpolated HI for 14% discharge...207,5,-0.01260798,14,FRCH_storm2_07_23_turb,FRCH,storm2,7,23,turb,
Interpolated HI for 16% discharge...208,5,-0.020670506,16,FRCH_storm2_07_23_turb,FRCH,storm2,7,23,turb,
Interpolated HI for 18% discharge...209,5,-0.005105923,18,FRCH_storm2_07_23_turb,FRCH,storm2,7,23,turb,
Interpolated HI for 20% discharge...210,5,-0.039893562,20,FRCH_storm2_07_23_turb,FRCH,storm2,7,23,turb,
Interpolated HI for 22% discharge...211,5,-0.047765837,22,FRCH_storm2_07_23_turb,FRCH,storm2,7,23,turb,
Interpolated HI for 24% discharge...212,5,-0.091502982,24,FRCH_storm2_07_23_turb,FRCH,storm2,7,23,turb,
Interpolated HI for 26% discharge...213,5,-0.070012341,26,FRCH_storm2_07_23_turb,FRCH,storm2,7,23,turb,
Interpolated HI for 28% discharge...214,5,-0.067089161,28,FRCH_storm2_07_23_turb,FRCH,storm2,7,23,turb,
Interpolated HI for 30% discharge...215,5,-0.04334636,30,FRCH_storm2_07_23_turb,FRCH,storm2,7,23,turb,
Interpolated HI for 32% discharge...216,5,-0.038752057,32,FRCH_storm2_07_23_turb,FRCH,storm2,7,23,turb,
Interpolated HI for 34% discharge...217,5,-0.037870218,34,FRCH_storm2_07_23_turb,FRCH,storm2,7,23,turb,
Interpolated HI for 36% discharge...218,5,-0.019989202,36,FRCH_storm2_07_23_turb,FRCH,storm2,7,23,turb,
Interpolated HI for 38% discharge...219,5,-0.165981078,38,FRCH_storm2_07_23_turb,FRCH,storm2,7,23,turb,
Interpolated HI for 40% discharge...220,5,-0.065667421,40,FRCH_storm2_07_23_turb,FRCH,storm2,7,23,turb,
Interpolated HI for 42% discharge...221,5,-0.141184183,42,FRCH_storm2_07_23_turb,FRCH,storm2,7,23,turb,
