"response_var","site.ID","year","pf","burn","Pf_Prob_1m_mean_x","pctburn_lg","SLOPE_MEAN","NDVI_p50__mean","Hyst_index_mn","Hyst_index_md","Hyst_index_SD","Hyst_index_CV","Flush_index_mn","Flush_index_md","Flush_index_SD","Flush_index_CV","Beta_index_mn","Beta_index_md","Beta_index_SD","Beta_index_CV"
"turb","CARI",2018,"medium","unburned",29.3,0,11.29107044,0.226663862,0.0707432455271385,-0.00264173649184025,0.211450944036097,298.89912805171,0.22364,0.0937,0.288899719626032,129.180700959592,0.77184561006279,0.770158923132753,0.499768187778466,64.7497609966079
"turb","CARI",2019,"medium","unburned",29.3,0,11.29107044,0.226663862,0.0298111830353418,-0.00565238014082971,0.179403608213541,601.799693762084,90909090909091,0.1742,240522846460417,264.575131106458,0.142186079947812,0.134629091859981,0.889870780957704,625.849437078738
"turb","CARI",2020,"medium","unburned",29.3,0,11.29107044,0.226663862,-0.0714110418122583,-0.061318829598399,0.0604521870768093,-84.6538371975301,0.477057142857143,0.4622,0.291411832619192,61.0853095865828,0.028731775593096,0.052132729404247,0.473922093449505,1649.47025955258
"turb","CARI",2021,"medium","unburned",29.3,0,11.29107044,0.226663862,0.144582305710642,0.138878863102905,0.312187569905851,215.923773224812,0.44728,0.6073,0.370620671306931,82.8609978776003,0.129002344169636,0.0100510485486548,0.539556482810216,418.253238949448
"turb","CARI",2022,"medium","unburned",29.3,0,11.29107044,0.226663862,0.0926805203699038,0.0299207037144047,0.142236319116,153.469486951854,NA,NA,NA,NA,0.532664038437365,0.404426295815506,0.403701243452723,75.7890929969724
"turb","FRCH",2015,"medium","unburned",32.9,7.34,12.34739776,0.212593913,-0.136688083664318,-0.128265946577142,0.107370355710149,-78.5513651459415,NA,NA,NA,NA,0.806166906296465,0.834709251424599,0.435602345299479,54.0337666923886
"turb","FRCH",2018,"medium","unburned",32.9,7.34,12.34739776,0.212593913,0.00741081032132935,-0.0266968325791858,0.110799464771505,1495.10593264826,0.1399,0.13985,0.109373835993806,78.1800114323132,0.58484490400282,0.515639269882161,0.188441235442491,32.2207193997508
"turb","FRCH",2019,"medium","unburned",32.9,7.34,12.34739776,0.212593913,0.0422269281118928,0.0619236155159492,0.168761286263618,399.653239791525,0.153455555555556,0.1172,0.174807494913055,113.914086903012,0.702020422203835,0.724273164175413,0.475011265216807,67.6634539669965
"turb","FRCH",2020,"medium","unburned",32.9,7.34,12.34739776,0.212593913,0.00913739200133541,-0.0202568042589031,0.117576086138715,1286.75760131043,0.117457142857143,0.1088,0.0938254821405203,79.880609946928,0.733155493064716,0.805240743975611,0.378305754966606,51.5996618105148
"turb","FRCH",2021,"medium","unburned",32.9,7.34,12.34739776,0.212593913,-0.00236479173291447,-0.0163467201082897,0.0887736251539596,-3753.97223858488,0.1016,0.0544,0.0995288651598118,97.9614814565077,0.441994906883602,0.305333319085742,0.24948281594274,56.4447264113929
"turb","FRCH",2022,"medium","unburned",32.9,7.34,12.34739776,0.212593913,-0.193876241791805,-0.207919507773814,0.190592556569608,-98.3062982901621,NA,NA,NA,NA,0.809689914285117,0.809854859692875,0.145278162891121,17.942444425702
"turb","MOOS",2015,"high","burned",38.4,65.7,10.21119216,0.223090712,-0.206449938029854,-0.176270579813887,0.0808562349597881,-39.1650565417442,NA,NA,NA,NA,0.863989831051348,1.10962218262986,0.379805375201329,43.9594728492535
"turb","MOOS",2018,"high","burned",38.4,65.7,10.21119216,0.223090712,0.0459241682602174,-0.0158295012380615,0.144796566556589,315.294913423661,0.346228571428571,0.3543,0.0988653918936536,28.5549489707697,0.815361958517494,0.80575811993428,0.316278191177402,38.789912611629
"turb","MOOS",2019,"high","burned",38.4,65.7,10.21119216,0.223090712,0.000104323649729252,0.0464063483185346,0.140328011401463,134512.176065209,0.3305,0.3207,0.30499013918486,92.2814339439817,0.659475030222154,0.665440468825337,0.444214170478427,67.3587550886934
"turb","MOOS",2020,"high","burned",38.4,65.7,10.21119216,0.223090712,0.0267979516734781,0.0186305222122405,0.18486545798912,689.849210274083,0.170433333333333,0.0675,0.200473090463533,117.625517580794,0.771831077225066,0.731291385377851,0.423501259005657,54.869682175568
"turb","MOOS",2021,"high","burned",38.4,65.7,10.21119216,0.223090712,-0.0474897729369281,-0.080871748319803,0.144863437891877,-305.041336129933,0.366557142857143,0.4483,0.213709334199069,58.3017786894846,0.728454088811803,0.943669988675097,0.443895719184491,60.936677548003
"turb","MOOS",2022,"high","burned",38.4,65.7,10.21119216,0.223090712,-0.229887412827107,-0.220574558820793,0.11090714823134,-48.244115181178,NA,NA,NA,NA,1.0431945763171,1.08949079869658,0.594492549300814,56.9876955648688
"turb","POKE",2019,"low","burned",25.3,32.97,11.54780238,0.231690279,0.115996192629005,0.139579101782893,0.215431960539796,185.723303202564,0.295875,0.2935,0.218370692368995,73.8050502303321,0.756679950466718,0.469356586702321,0.699625686042345,92.459921213826
"turb","POKE",2020,"low","burned",25.3,32.97,11.54780238,0.231690279,0.199017776639532,0.178218244596581,0.165625012533327,83.2212153758066,0.0324454545454545,0.0938,0.2015575767052,621.219765692688,0.427725669813316,0.32925936037244,0.44227676427008,103.401968944982
"turb","POKE",2021,"low","burned",25.3,32.97,11.54780238,0.231690279,0.112774472309379,0.130056055580435,0.115964379171109,102.828571747141,NA,NA,NA,NA,0.90276592511883,0.978037299740367,0.647860865028895,71.7639918613031
"turb","POKE",2022,"low","burned",25.3,32.97,11.54780238,0.231690279,-0.0284661002995307,-0.0365922992308401,0.0630455996312793,-221.476067911974,NA,NA,NA,NA,0.636065905549429,0.57246871182126,0.548117501702569,86.1730674322355
"turb","STRT",2019,"medium","burned",30.8,67.35,13.65744347,0.226596282,0.018516495432946,-0.0164539091613152,0.130108450977924,702.6623987735,0.245071428571429,0.2133,0.253581556336981,103.472509143624,0.732924396048544,0.902115794996239,0.725000145560603,98.9188174754909
"turb","STRT",2020,"medium","burned",30.8,67.35,13.65744347,0.226596282,-0.0203665943576581,-0.0121401269614198,0.0954351742671614,-468.586807353368,NA,NA,NA,NA,0.917767579678865,0.968455470876526,0.328128609479242,35.7529092054066
"turb","STRT",2021,"medium","burned",30.8,67.35,13.65744347,0.226596282,0.00685182071292683,-0.0280620599312265,0.135638727380648,1979.6012339428,0.2317,0.2317,0.234618029997696,101.259400085324,1.09059386898084,1.05143604728384,0.204702133048636,18.7697857901887
"turb","STRT",2022,"medium","burned",30.8,67.35,13.65744347,0.226596282,-0.128854151110058,-0.131270517029135,0.0580500989915947,-45.051011932097,NA,NA,NA,NA,0.4459190072771,0.298543483074565,0.569650908971925,127.74761776816
"turb","VAUL",2019,"high","unburned",58.4,0,9.408608243,0.215417079,0.06520309836012,0.0264065670858813,0.127076001947976,194.892582015242,0.060125,0.0479,0.0764576734758084,127.164529689494,0.693417765182776,0.916488496075733,0.563839979559504,81.313171924703
"turb","VAUL",2020,"high","unburned",58.4,0,9.408608243,0.215417079,0.0124103726745159,-0.0163311627324524,0.149999114387844,1208.659226615,0.5426,0.5698,0.124548187907778,22.9539601746734,1.02668423671311,1.23407934817148,0.525260842958919,51.1608948668112
"turb","VAUL",2021,"high","unburned",58.4,0,9.408608243,0.215417079,0.165797256918846,0.152127596785482,0.114711292025384,69.1876899275432,0.30765,0.3014,0.203407202429019,66.1164317988036,0.932297108264125,0.780951074970699,0.518868417808343,55.654835053006
"turb","VAUL",2022,"high","unburned",58.4,0,9.408608243,0.215417079,0.291654692508664,0.291654692508664,NA,NA,NA,NA,NA,NA,0.955884219620979,0.955884219620979,NA,NA
