,column_label,HI,Q_interval,storm.ID,site.ID,storm.num,month,day,response,
Interpolated HI for 82% discharge...441,9,-0.281316083,82,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 84% discharge...442,9,-0.227949703,84,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 86% discharge...443,9,-0.176345529,86,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 88% discharge...444,9,-0.114190864,88,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 90% discharge...445,9,-0.063985084,90,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 92% discharge...446,9,-0.054128107,92,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 94% discharge...447,9,-0.030150754,94,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 96% discharge...448,9,-0.020236931,96,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 98% discharge...449,9,-0.016871689,98,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 100% discharge...450,9,-0.020725801,100,MOOS_storm3a_08_06_turb,MOOS,storm3a,8,6,turb,
Interpolated HI for 2% discharge...451,10,-0.287413148,2,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 4% discharge...452,10,-0.722185106,4,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 6% discharge...453,10,-0.683438955,6,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 8% discharge...454,10,-0.688032883,8,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 10% discharge...455,10,-0.707165763,10,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 12% discharge...456,10,-0.712815912,12,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 14% discharge...457,10,-0.724268917,14,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 16% discharge...458,10,-0.736046423,16,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 18% discharge...459,10,-0.734462091,18,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 20% discharge...460,10,-0.718752386,20,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 22% discharge...461,10,-0.730345372,22,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 24% discharge...462,10,-0.538692067,24,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 26% discharge...463,10,-0.502907791,26,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 28% discharge...464,10,-0.50187702,28,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 30% discharge...465,10,-0.500808073,30,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 32% discharge...466,10,-0.499790028,32,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 34% discharge...467,10,-0.497881194,34,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 36% discharge...468,10,-0.491562953,36,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 38% discharge...469,10,-0.488655163,38,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 40% discharge...470,10,-0.488655163,40,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 42% discharge...471,10,-0.489059199,42,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 44% discharge...472,10,-0.487643481,44,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 46% discharge...473,10,-0.487643481,46,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 48% discharge...474,10,-0.483062279,48,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 50% discharge...475,10,-0.483806724,50,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 52% discharge...476,10,-0.483806724,52,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 54% discharge...477,10,-0.481000738,54,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 56% discharge...478,10,-0.481000738,56,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 58% discharge...479,10,-0.479690005,58,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 60% discharge...480,10,-0.464129826,60,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 62% discharge...481,10,-0.456558118,62,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 64% discharge...482,10,-0.392608994,64,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 66% discharge...483,10,-0.33776501,66,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 68% discharge...484,10,-0.276997277,68,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 70% discharge...485,10,-0.180744318,70,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 72% discharge...486,10,-0.118576773,72,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 74% discharge...487,10,-0.028979283,74,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 76% discharge...488,10,0.051567153,76,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 78% discharge...489,10,0.10646204,78,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 80% discharge...490,10,0.164560586,80,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 82% discharge...491,10,0.209860401,82,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 84% discharge...492,10,0.282014329,84,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 86% discharge...493,10,0.333206078,86,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 88% discharge...494,10,0.353003869,88,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 90% discharge...495,10,0.375890789,90,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 92% discharge...496,10,0.361991296,92,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 94% discharge...497,10,0.349520246,94,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 96% discharge...498,10,0.304700822,96,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 98% discharge...499,10,0.209077779,98,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 100% discharge...500,10,0.191363798,100,MOOS_storm3b_08_08_fDOM,MOOS,storm3b,8,8,fDOM,
Interpolated HI for 2% discharge...501,11,0.40409919,2,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 4% discharge...502,11,0.340587045,4,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 6% discharge...503,11,0.370445344,6,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 8% discharge...504,11,0.404900472,8,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 10% discharge...505,11,0.428011134,10,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 12% discharge...506,11,0.434716599,12,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 14% discharge...507,11,0.451923077,14,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 16% discharge...508,11,0.473557692,16,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 18% discharge...509,11,0.487601215,18,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 20% discharge...510,11,0.132717611,20,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 22% discharge...511,11,0.134425607,22,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 24% discharge...512,11,0.265435223,24,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 26% discharge...513,11,0.270074224,26,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 28% discharge...514,11,0.274291498,28,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 30% discharge...515,11,0.275683198,30,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 32% discharge...516,11,0.274945175,32,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 34% discharge...517,11,0.274839744,34,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 36% discharge...518,11,0.293016194,36,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 38% discharge...519,11,0.296558704,38,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 40% discharge...520,11,0.296558704,40,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 42% discharge...521,11,0.296474359,42,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 44% discharge...522,11,0.2959472,44,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 46% discharge...523,11,0.2959472,46,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 48% discharge...524,11,0.295841768,48,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 50% discharge...525,11,0.295926113,50,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 52% discharge...526,11,0.295926113,52,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 54% discharge...527,11,0.295673077,54,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 56% discharge...528,11,0.295673077,56,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 58% discharge...529,11,0.29542004,58,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 60% discharge...530,11,0.297170209,60,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 62% discharge...531,11,0.297275641,62,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 64% discharge...532,11,0.296664136,64,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 66% discharge...533,11,0.26115469,66,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 68% discharge...534,11,0.229229926,68,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 70% discharge...535,11,0.222208165,70,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 72% discharge...536,11,0.219509109,72,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 74% discharge...537,11,0.216620277,74,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 76% discharge...538,11,0.208628543,76,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 78% discharge...539,11,0.202576754,78,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 80% discharge...540,11,0.192687247,80,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 82% discharge...541,11,0.18203863,82,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 84% discharge...542,11,0.162702429,84,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 86% discharge...543,11,0.146508097,86,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 88% discharge...544,11,0.13824224,88,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 90% discharge...545,11,0.120129049,90,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 92% discharge...546,11,0.099822874,92,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 94% discharge...547,11,0.07928475,94,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 96% discharge...548,11,0.065873819,96,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 98% discharge...549,11,0.043733131,98,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 100% discharge...550,11,0.499156545,100,MOOS_storm3b_08_08_SPC,MOOS,storm3b,8,8,SPC,
Interpolated HI for 2% discharge...551,12,-0.039138481,2,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 4% discharge...552,12,-0.09447067,4,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 6% discharge...553,12,-0.109304509,6,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 8% discharge...554,12,-0.109650511,8,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 10% discharge...555,12,-0.094877022,10,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 12% discharge...556,12,-0.09759676,12,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 14% discharge...557,12,-0.102191347,14,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 16% discharge...558,12,-0.093581525,16,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 18% discharge...559,12,-0.09478851,18,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 20% discharge...560,12,-0.108572272,20,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 22% discharge...561,12,-0.129049433,22,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 24% discharge...562,12,-0.146463536,24,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 26% discharge...563,12,-0.17790548,26,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 28% discharge...564,12,-0.160842743,28,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 30% discharge...565,12,-0.168186573,30,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 32% discharge...566,12,-0.166811952,32,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 34% discharge...567,12,-0.167723896,34,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 36% discharge...568,12,-0.174425341,36,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 38% discharge...569,12,-0.164943808,38,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 40% discharge...570,12,-0.164943808,40,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 42% discharge...571,12,-0.164660837,42,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 44% discharge...572,12,-0.164265215,44,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 46% discharge...573,12,-0.164265215,46,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 48% discharge...574,12,-0.162816833,48,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 50% discharge...575,12,-0.16273905,50,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 52% discharge...576,12,-0.16273905,52,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 54% discharge...577,12,-0.162899981,54,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 56% discharge...578,12,-0.162899981,56,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 58% discharge...579,12,-0.163319744,58,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 60% discharge...580,12,-0.186257812,60,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 62% discharge...581,12,-0.19113537,62,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 64% discharge...582,12,-0.219115951,64,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 66% discharge...583,12,-0.268694848,66,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 68% discharge...584,12,-0.246340155,68,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 70% discharge...585,12,-0.307703243,70,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 72% discharge...586,12,-0.318104766,72,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 74% discharge...587,12,-0.385685165,74,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 76% discharge...588,12,-0.427528632,76,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 78% discharge...589,12,-0.482588579,78,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 80% discharge...590,12,-0.465195934,80,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 82% discharge...591,12,-0.44664056,82,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 84% discharge...592,12,-0.509488239,84,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 86% discharge...593,12,-0.502900786,86,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 88% discharge...594,12,-0.493484966,88,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 90% discharge...595,12,-0.517223668,90,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 92% discharge...596,12,-0.479631467,92,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 94% discharge...597,12,-0.450545825,94,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 96% discharge...598,12,-0.375052973,96,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 98% discharge...599,12,-0.32154199,98,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 100% discharge...600,12,-0.007583885,100,MOOS_storm3b_08_08_turb,MOOS,storm3b,8,8,turb,
Interpolated HI for 2% discharge...601,13,0.422421093,2,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 4% discharge...602,13,0.915072946,4,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 6% discharge...603,13,0.911715184,6,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 8% discharge...604,13,0.905335436,8,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 10% discharge...605,13,0.905452227,10,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 12% discharge...606,13,0.909350151,12,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 14% discharge...607,13,0.910389111,14,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 16% discharge...608,13,0.9100728,16,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 18% discharge...609,13,0.910328282,18,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 20% discharge...610,13,0.91021149,20,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 22% discharge...611,13,0.907286831,22,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 24% discharge...612,13,0.905826934,24,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 26% discharge...613,13,0.902688156,26,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 28% discharge...614,13,0.899831625,28,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 30% discharge...615,13,0.895612524,30,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 32% discharge...616,13,0.890605078,32,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 34% discharge...617,13,0.888016195,34,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 36% discharge...618,13,0.884896883,36,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 38% discharge...619,13,0.879947833,38,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 40% discharge...620,13,0.867395155,40,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 42% discharge...621,13,0.862650491,42,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 44% discharge...622,13,0.857334034,44,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 46% discharge...623,13,0.848939628,46,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 48% discharge...624,13,0.837172861,48,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 50% discharge...625,13,0.832321138,50,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 52% discharge...626,13,0.826953585,52,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 54% discharge...627,13,0.815668584,54,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 56% discharge...628,13,0.800675446,56,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 58% discharge...629,13,0.793986686,58,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 60% discharge...630,13,0.773579764,60,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 62% discharge...631,13,0.764966374,62,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 64% discharge...632,13,0.76111468,64,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 66% discharge...633,13,0.757199724,66,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 68% discharge...634,13,0.748104568,68,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 70% discharge...635,13,0.741016769,70,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 72% discharge...636,13,0.736929059,72,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 74% discharge...637,13,0.741841611,74,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 76% discharge...638,13,0.742196852,76,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 78% discharge...639,13,0.738717432,78,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 80% discharge...640,13,0.742264981,80,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 82% discharge...641,13,0.741296583,82,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 84% discharge...642,13,0.734152822,84,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 86% discharge...643,13,0.716210692,86,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 88% discharge...644,13,0.747642267,88,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 90% discharge...645,13,0.746634938,90,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 92% discharge...646,13,0.711526857,92,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 94% discharge...647,13,0.703373335,94,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 96% discharge...648,13,0.584625342,96,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 98% discharge...649,13,0.531059301,98,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 100% discharge...650,13,0.372551023,100,MOOS_storm4a_08_15_fDOM,MOOS,storm4a,8,15,fDOM,
Interpolated HI for 2% discharge...651,14,0.399659864,2,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 4% discharge...652,14,0.80500821,4,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 6% discharge...653,14,0.80571194,6,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 8% discharge...654,14,0.811341778,8,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
Interpolated HI for 10% discharge...655,14,0.81943467,10,MOOS_storm4a_08_15_SPC,MOOS,storm4a,8,15,SPC,
